,screen_name,name,organization,position,gender,followers_count,following_count,tweet_count,user_created_at,verified,protected,original,quote,reply,retweet,tweets_in_dataset,reply_to_count,replying_count
242169927,colinwilhelm,"Wilhelm, Colin",Politico,"Taxes & Fintech Reporter, Politico Pro",M,2415,2470,19685,Mon Jan 24 03:33:43 +0000 2011,True,False,195.0,269.0,353.0,792.0,1609.0,17,10
137734165,ashleyrgold,"Gold, Ashley",Politico,Technology Reporter,F,4089,1400,21083,Tue Apr 27 15:58:36 +0000 2010,True,False,87.0,89.0,184.0,391.0,751.0,17,8
369534928,PeterSullivan4,"Sullivan, Peter",The Hill,Staff Writer,M,2334,505,6129,Wed Sep 07 14:38:40 +0000 2011,False,False,388.0,81.0,180.0,128.0,777.0,17,5
3739469775,AlexClearfield,"Clearfield, Alexander",CQ Roll Call,"Reporter, CQ Now",M,400,708,5381,Tue Sep 22 14:14:34 +0000 2015,False,False,103.0,135.0,247.0,285.0,770.0,17,5
15567780,JenJudson,"Judson, Jennifer",Defense News,Reporter,F,5505,2115,9973,Wed Jul 23 17:30:04 +0000 2008,True,False,375.0,66.0,92.0,172.0,705.0,17,4
1928468941,TonyPerkinsFOX5,"Perkins, Anthony",WTTG–Fox Television,Anchor,M,17402,1434,26475,Wed Oct 02 22:38:38 +0000 2013,True,False,57.0,353.0,249.0,495.0,1154.0,17,3
325277943,Curious_Kurz,"Kurzius, Rachel",DCist,Associate Editor,F,1973,1250,11555,Tue Jun 28 01:25:20 +0000 2011,False,False,208.0,148.0,177.0,165.0,698.0,17,3
127739478,rachelegross,"Gross, Rachel E.",Smithsonian Magazine,Online Science Edito,F,2325,756,2771,Tue Mar 30 03:09:44 +0000 2010,True,False,136.0,60.0,87.0,10.0,293.0,17,2
109431937,mollymotoole,"O’Toole, Molly M.",Foreign Policy,Senior Reporter,F,8921,3103,17765,Fri Jan 29 01:25:29 +0000 2010,True,False,76.0,40.0,23.0,693.0,832.0,17,1
19847765,sahilkapur,"Kapur, Sahil",Bloomberg News,National Political Reporter,M,69086,530,51628,Sun Feb 01 05:18:57 +0000 2009,True,False,563.0,195.0,853.0,411.0,2022.0,16,11
15780280,sam_baker,"Baker, Samuel U.",National Journal,Supreme Court & Healthcare Reporter,M,8124,2246,16461,Fri Aug 08 17:15:29 +0000 2008,True,False,278.0,148.0,195.0,239.0,860.0,16,10
55369810,KateBennett_DC,"Bennett, Kate G.",CNN,White House Reporter,F,20609,992,19672,Thu Jul 09 21:34:30 +0000 2009,True,False,468.0,274.0,98.0,38.0,878.0,16,9
397478799,TheOtherKeppler,"Keppler, Kristin Wilson",CNN,"Senior Producer, Capitol Hill",F,974,860,4206,Mon Oct 24 19:01:01 +0000 2011,False,False,88.0,98.0,99.0,162.0,447.0,16,6
39448218,AGKootenay,"Grant, Annalee",S&P Global Market Intelligence,EPA Reporter,F,693,706,2562,Tue May 12 06:25:48 +0000 2009,False,False,52.0,19.0,51.0,57.0,179.0,16,5
15486163,SimonMarksFSN,"Marks, Simon",Feature Story News,President & Chief Correspondent,M,7767,3693,41541,Fri Jul 18 20:45:38 +0000 2008,False,False,984.0,934.0,218.0,1296.0,3432.0,16,2
902971052,Tara_Mckelvey,"McKelvey, Tara",BBC,White House Reporter,F,6578,1263,6431,Thu Oct 25 01:26:32 +0000 2012,True,False,159.0,0.0,62.0,96.0,317.0,16,1
13524182,daveweigel,"Weigel, David",Washington Post,Political Reporter,M,332344,10285,169908,Fri Feb 15 17:58:23 +0000 2008,True,False,758.0,859.0,244.0,2703.0,4564.0,15,12
30927826,LFFriedman,"Friedman, Lisa F.",E&E News,"Editor, Climatewire",F,15577,1329,19177,Mon Apr 13 18:48:58 +0000 2009,False,False,135.0,35.0,267.0,119.0,556.0,15,11
167024520,rachaelmbade,"Bade, Rachel M.",Politico,Congress Reporter,F,30164,1580,6647,Thu Jul 15 15:35:28 +0000 2010,True,False,346.0,227.0,58.0,170.0,801.0,15,9
60763047,vgmac,"McGrane, Victoria",Boston Globe,Political Reporter,F,8524,1559,18724,Tue Jul 28 00:50:40 +0000 2009,True,False,160.0,169.0,118.0,526.0,973.0,15,9
14207809,brfreed,"Freed, Benjamin",Washingtonian,Staff Writer,M,6076,2348,59685,Mon Mar 24 14:49:27 +0000 2008,True,False,382.0,328.0,400.0,165.0,1275.0,15,8
15201979,scottdetrow,"Detrow, Scott M.",National Public Radio,Congressional Reporter,M,33489,1531,31723,Mon Jun 23 00:02:46 +0000 2008,True,False,208.0,108.0,200.0,282.0,798.0,15,7
126334018,rking_19,"King, Robert",Washington Examiner,Healthcare Reporter,M,741,392,6193,Thu Mar 25 14:37:18 +0000 2010,False,False,173.0,218.0,120.0,278.0,789.0,15,4
14540264,amyfiscus,"Fiscus, Amy",Los Angeles Times,White House Editor,F,7096,488,13571,Sat Apr 26 05:37:34 +0000 2008,True,False,106.0,41.0,102.0,97.0,346.0,15,3
182627613,obrienc2,"O’Brien, Cortney",Townhall,Managing News Editor,F,2269,1383,33021,Wed Aug 25 01:15:08 +0000 2010,True,False,548.0,224.0,53.0,343.0,1168.0,15,3
363048803,ARiquier,"Riquier, Andrea",MarketWatch,Housing Reporter,F,1810,721,10506,Sat Aug 27 12:56:46 +0000 2011,True,False,133.0,82.0,107.0,67.0,389.0,15,2
211636625,rachelwellford,"Wellford, Rachel",PBS NewsHour,Elections Producer,F,989,2048,3280,Wed Nov 03 20:40:59 +0000 2010,True,False,46.0,1.0,15.0,20.0,82.0,15,1
261962339,simoneMperez,"Perez, Simone",Vice News,"Producer, VICE News Tonight on HBO",F,667,822,1800,Mon Mar 07 02:10:29 +0000 2011,False,False,38.0,10.0,16.0,6.0,70.0,15,1
104299137,DavidMDrucker,"Drucker, David",Washington Examiner,Senior Political Correspondent,M,35033,2483,104613,Tue Jan 12 22:56:50 +0000 2010,True,False,824.0,1955.0,751.0,1377.0,4907.0,14,11
47991586,GarrettHaake,"Haake, Garrett",MSNBC,Correspondent,M,22880,1793,22051,Wed Jun 17 15:14:33 +0000 2009,True,False,263.0,273.0,233.0,145.0,914.0,14,10
16006592,BenjySarlin,"Sarlin, Benjamin",NBC News,Political Reporter,M,78075,1707,72251,Wed Aug 27 02:27:23 +0000 2008,True,False,527.0,619.0,498.0,369.0,2013.0,14,9
233985354,AmandaBecker,"Becker, Amanda",Thomson Reuters,Financial Regulation Reporter,F,5610,1179,22732,Tue Jan 04 15:47:24 +0000 2011,True,False,338.0,175.0,53.0,531.0,1097.0,14,7
245572815,Mr_Berman,"Berman, Matt",Politico,"Senior Editor, Politico States",M,2467,973,19682,Tue Feb 01 00:31:02 +0000 2011,True,False,175.0,38.0,107.0,124.0,444.0,14,7
14630267,nataliewsj,"Andrews, Natalie",Wall Street Journal / Dow Jones,Social Media Editor & Congress Reporter,F,12739,2467,35324,Fri May 02 19:55:44 +0000 2008,True,False,178.0,51.0,62.0,115.0,406.0,14,5
381664207,caitlinnowens,"Owens, Caitlin N.",Axios,Healthcare Reporter,F,5749,907,4405,Wed Sep 28 18:30:25 +0000 2011,True,False,137.0,61.0,81.0,373.0,652.0,14,4
49620730,AliABCNews,"Rogin, Ali",ABC News,Digital Reporter,F,21140,5071,12830,Mon Jun 22 13:01:32 +0000 2009,True,False,259.0,85.0,70.0,131.0,545.0,14,3
17822855,ajchavar,"Chavar, A.J.",The New York Times On The Web,Video Journalist,M,5213,855,6909,Wed Dec 03 00:02:36 +0000 2008,True,False,241.0,200.0,463.0,544.0,1448.0,14,3
105939814,vtg2,"Guida, Victoria T.",Politico,Economic Policy Reporter,F,1881,676,6059,Mon Jan 18 00:41:51 +0000 2010,True,False,86.0,26.0,99.0,143.0,354.0,14,2
203226736,SharylAttkisson,"Attkisson, Sharyl",Sinclair Broadcast Group,Investigative Journalist,F,132973,4483,24539,Fri Oct 15 20:25:13 +0000 2010,True,False,260.0,216.0,1458.0,220.0,2154.0,14,1
119897487,yjtorbati,"Torbati, Yeganeh",Thomson Reuters,State Department Reporter,F,13292,1029,8364,Thu Mar 04 22:06:38 +0000 2010,True,False,86.0,32.0,53.0,99.0,270.0,14,1
22313347,jdelreal,"DelReal-Perez, Jose",Washington Post,National Correspondent,M,21303,3060,19238,Sun Mar 01 00:22:58 +0000 2009,True,False,83.0,9.0,34.0,37.0,163.0,13,13
259395895,JohnJHarwood,"Harwood, John",CNBC,Chief Washington Correspondent,M,149040,1183,78015,Tue Mar 01 20:49:40 +0000 2011,True,False,846.0,822.0,139.0,4570.0,6377.0,13,11
29771100,lawrencehurley,"Hurley, Lawrence",Thomson Reuters,Supreme Court Reporter,M,10614,774,14581,Wed Apr 08 17:41:12 +0000 2009,True,False,249.0,232.0,448.0,140.0,1069.0,13,7
89237846,bkamisar,"Kamisar, Benjamin",The Hill,Staff Writer,M,2467,2848,7488,Wed Nov 11 17:37:59 +0000 2009,True,False,93.0,87.0,143.0,30.0,353.0,13,6
1025521,Shawna,"Thomas, Shawna",Vice News,DC Bureau Chief,F,21355,7929,33486,Mon Mar 12 16:57:58 +0000 2007,True,False,118.0,56.0,79.0,49.0,302.0,13,5
16579911,alikodjakNPR,"Kodjak, Alison",National Public Radio,Correspondent,F,3453,738,7547,Fri Oct 03 16:27:11 +0000 2008,True,False,152.0,141.0,83.0,83.0,459.0,13,5
251983774,juddzeez,"Judd, Donald",CNN,Assignment Editor,M,1974,885,8550,Mon Feb 14 07:08:45 +0000 2011,True,False,222.0,198.0,91.0,63.0,574.0,13,5
32995184,lucia_graves,"Graves, Lucia E.",Guardian US,Reporter,F,8337,2090,14815,Sat Apr 18 20:07:32 +0000 2009,True,False,69.0,17.0,59.0,126.0,271.0,13,4
18991439,KateDavidson,"Davidson-Choma, Kate",Wall Street Journal / Dow Jones,Fed & U.S. Economy Reporter,F,6759,1146,9620,Wed Jan 14 19:38:38 +0000 2009,True,False,75.0,38.0,51.0,187.0,351.0,13,3
24398702,Allison_Good1,"Good, Allison",S&P Global Market Intelligence,Natural Gas Midstream Finance Reporter,F,3723,672,78508,Sat Mar 14 17:24:27 +0000 2009,False,False,209.0,132.0,101.0,308.0,750.0,13,3
474974313,bridgetbhc,"Bowman, Bridget M.",CQ Roll Call,Senior Reporter,F,4188,1362,7432,Thu Jan 26 15:05:55 +0000 2012,False,False,194.0,44.0,23.0,91.0,352.0,13,2
1499145156,tcberenson,"Berenson, Tessa C.",Time Magazine,Reporter,F,2327,1865,3726,Mon Jun 10 19:37:15 +0000 2013,True,False,85.0,17.0,15.0,55.0,172.0,13,1
37063081,ArielWittenberg,"Wittenberg, Ariel",E&E News,Water Reporter,F,1568,1150,1807,Fri May 01 22:35:02 +0000 2009,False,False,43.0,2.0,17.0,27.0,89.0,13,1
154985728,katieglueck,"Glueck, Katie",McClatchy Newspapers,Senior Political Correspondent,F,14135,4156,16534,Sat Jun 12 19:55:06 +0000 2010,True,False,116.0,115.0,64.0,254.0,549.0,12,10
24951142,NiallStanage,"Stanage, Niall G.",The Hill,White House Columnist,M,5445,3368,14259,Tue Mar 17 20:46:46 +0000 2009,True,False,268.0,76.0,145.0,82.0,571.0,12,9
21774229,amycarlile,"Carlile, Amy V.",E&E News,"Editor, EnergyWire",F,2696,1513,5719,Tue Feb 24 17:32:59 +0000 2009,False,False,222.0,40.0,14.0,161.0,437.0,12,9
64916983,joshgerstein,"Gerstein, Joshua A.",Politico,White House Reporter,M,26974,1515,30890,Wed Aug 12 03:04:18 +0000 2009,False,False,259.0,295.0,262.0,364.0,1180.0,12,5
711215300474064897,JackieTothDC,"Toth, Jacqueline",CQ Roll Call,"Energy & Environment Reporter, CQ Legal",F,456,1716,1145,Sat Mar 19 15:38:36 +0000 2016,False,False,167.0,9.0,40.0,62.0,278.0,12,3
493756786,amir_anasr,"Nasr, Amir Ali",Morning Consult,Technology Reporter,M,2316,2307,8322,Thu Feb 16 04:45:33 +0000 2012,True,False,276.0,211.0,204.0,540.0,1231.0,12,2
813303104,EvaCStone,"Stone, Evie",National Public Radio,Producer,F,1857,1103,3549,Sun Sep 09 15:07:40 +0000 2012,True,False,28.0,14.0,39.0,23.0,104.0,12,2
246552744,ByMeganONeil,"O’Neil, Megan",Chronicle of Philanthropy,Reporter,F,2804,1164,10582,Thu Feb 03 00:30:14 +0000 2011,False,False,26.0,20.0,46.0,230.0,322.0,12,1
456994513,maria_e_recio,"Recio, Maria",Austin American-Statesman,Political Reporter,F,1072,541,40822,Fri Jan 06 22:22:40 +0000 2012,False,False,299.0,336.0,122.0,2613.0,3370.0,12,1
327862439,jonathanvswan,"Swan, Jonathan",Axios,National Political Reporter,M,55864,4239,22965,Sat Jul 02 08:39:41 +0000 2011,True,False,276.0,288.0,133.0,1090.0,1787.0,11,9
340997626,DavidNather,"Nather, David",Axios,Healthcare Editor,M,8584,1105,5691,Sat Jul 23 16:54:54 +0000 2011,True,False,187.0,74.0,22.0,162.0,445.0,11,8
272710377,JamesArkin,"Arkin, James",RealClearPolitics,Congressional Reporter,M,3369,1520,12491,Sun Mar 27 01:31:23 +0000 2011,True,False,151.0,77.0,112.0,22.0,362.0,11,8
14999172,HMNorthey,"Northey, Hannah M.",E&E News,Energy Reporter,F,4732,1677,5734,Tue Jun 03 23:57:16 +0000 2008,False,False,89.0,59.0,70.0,464.0,682.0,11,7
17144765,dhenry,"Henry, Devin Kendrick",The Hill,Energy & Environment Reporter,M,2711,774,7651,Tue Nov 04 00:33:22 +0000 2008,True,False,73.0,29.0,55.0,22.0,179.0,11,7
360080772,FoxReports,"Fox, Lauren",CNN,Congressional Reporter,F,7282,1247,7947,Mon Aug 22 17:13:08 +0000 2011,False,False,282.0,102.0,64.0,60.0,508.0,11,6
807975026,svdate,"Date, Shirish",Huffington Post,White House Correspondent,M,5828,819,13482,Fri Sep 07 01:50:06 +0000 2012,True,False,165.0,146.0,473.0,371.0,1155.0,11,6
34435477,elvina_nawaguna,"Nawaguna, Elvina",CQ Roll Call,"Energy & Environment Reporter, CQ NOw",F,1397,2769,3002,Wed Apr 22 23:07:18 +0000 2009,False,False,98.0,20.0,15.0,55.0,188.0,11,5
109979045,meredithdake,"Dake-O'Connor, Meredith",CQ Roll Call,Former Multimedia Editor,F,10515,2128,22342,Sat Jan 30 22:53:24 +0000 2010,False,False,35.0,25.0,16.0,111.0,187.0,11,4
14081659,jacqklimas,"Klimas, Jacqueline",Washington Examiner,Defense Reporter,F,4462,959,13769,Wed Mar 05 04:19:36 +0000 2008,True,False,209.0,33.0,30.0,136.0,408.0,11,4
275207082,AlexParkerDC,"Parker, Alexander M.",Bloomberg BNA,Tax Reporter,M,3828,3347,142150,Thu Mar 31 20:53:10 +0000 2011,False,False,972.0,403.0,1714.0,894.0,3983.0,11,3
303434772,emilyakopp,"Kopp, Emily",Kaiser Health News,Investigative Reporter,F,1339,1106,6046,Sun May 22 21:23:56 +0000 2011,False,False,35.0,12.0,13.0,85.0,145.0,11,2
21769429,asiddons,"Siddons, Andrew",CQ Roll Call,FDA & Food Safety Reporter,M,879,468,2297,Tue Feb 24 16:41:39 +0000 2009,False,False,22.0,46.0,43.0,102.0,213.0,11,2
52490295,StvBurns,"Burns, Steven",WMAL Radio,Anchor and Reporter,M,792,1763,11092,Tue Jun 30 19:21:49 +0000 2009,False,False,169.0,83.0,28.0,57.0,337.0,11,1
22771961,Acosta,"Acosta, Jim",CNN,Senior White House Correspondent,M,350650,2874,26779,Wed Mar 04 13:48:04 +0000 2009,True,False,289.0,101.0,11.0,155.0,556.0,10,9
31127446,markknoller,"Knoller, Mark",CBS News,White House Correspondent,M,301474,1876,115132,Tue Apr 14 14:01:03 +0000 2009,True,False,1858.0,115.0,91.0,25.0,2089.0,10,9
23664429,dnvolz,"Volz, Dustin",Thomson Reuters,Cybersecurity & Surveillance Reporter,M,14992,1684,13373,Tue Mar 10 21:47:29 +0000 2009,True,False,193.0,93.0,202.0,162.0,650.0,10,9
26607712,MattLaslo,"Laslo, Matt",Laslo Congressional Bureau,Reporter & Bureau Chief,M,12557,3046,24078,Wed Mar 25 22:16:14 +0000 2009,True,False,329.0,477.0,232.0,447.0,1485.0,10,9
15463671,samstein,"Stein, Sam",Huffington Post,Senior Politics Editor,M,313211,1028,49109,Thu Jul 17 03:38:29 +0000 2008,True,False,429.0,172.0,168.0,115.0,884.0,10,8
23578274,kyledcheney,"Cheney, Kyle",Politico,Congress Reporter,M,20051,717,8049,Tue Mar 10 10:42:36 +0000 2009,True,False,359.0,248.0,128.0,66.0,801.0,10,7
243337600,Emma_Dumain,"Dumain, Emma",Charleston Post and Courier,D.C. Correspondent,F,9415,1353,13334,Wed Jan 26 20:48:06 +0000 2011,False,False,383.0,224.0,66.0,411.0,1084.0,10,7
18580432,b_fung,"Fung, Brian",Washington Post,Tech Reporter,M,16558,2062,44799,Sat Jan 03 15:15:57 +0000 2009,True,False,257.0,85.0,205.0,82.0,629.0,10,6
15159913,JFKucinich,"Kucinich, Jacqueline",Daily Beast,Washington Bureau Chief,F,31210,2527,14109,Wed Jun 18 17:04:23 +0000 2008,True,False,35.0,60.0,32.0,150.0,277.0,10,5
21800063,POLITICO_Steve,"Shepard, Steven",Politico,Chief Polling Analyst,M,14480,4993,44734,Tue Feb 24 21:28:09 +0000 2009,True,False,238.0,444.0,197.0,925.0,1804.0,10,5
169679157,BESorenson,"Sorenson, Ben",C–SPAN,Video Journalist,M,544,891,10349,Thu Jul 22 22:38:51 +0000 2010,False,False,47.0,86.0,254.0,109.0,496.0,10,5
45265448,MZanona,"Zanona, Melanie",The Hill,Staff Writer,F,2268,1583,3514,Sun Jun 07 02:24:32 +0000 2009,True,False,166.0,23.0,25.0,12.0,226.0,10,4
15235581,jribas,"Ribas, Jorge",Washingtonpost.com,Video Journalist,M,1088,1090,5886,Wed Jun 25 19:39:55 +0000 2008,True,False,55.0,60.0,99.0,266.0,480.0,10,3
1181134878,FitzFox5DC,"Fitzgerald, Tom",WTTG–Fox Television,Reporter,M,5575,4297,15311,Fri Feb 15 04:57:45 +0000 2013,True,False,111.0,31.0,106.0,66.0,314.0,10,2
1009749229,PerryECooper,"Cooper, Perry Elizabeth",Bloomberg BNA,"Senior Editor, Class Action Litigation Reporter",F,1117,478,6779,Thu Dec 13 21:19:38 +0000 2012,True,False,89.0,117.0,43.0,220.0,469.0,10,2
808840952,ellisonbarber,"Barber, Ellison",Fox News,Correspondent,F,11019,180,7731,Fri Sep 07 13:06:54 +0000 2012,True,False,62.0,15.0,82.0,447.0,606.0,10,1
273540698,MKTWgoldstein,"Goldstein, Steven",MarketWatch,Washington Bureau Chief,M,10185,1407,41497,Mon Mar 28 17:54:09 +0000 2011,True,False,449.0,365.0,857.0,226.0,1897.0,10,1
34737729,kgyp,"Gypson, Katherine:",Voice of America,Reporter covering the House of Representitives,F,2127,1801,4466,Thu Apr 23 21:34:42 +0000 2009,True,False,233.0,82.0,30.0,90.0,435.0,10,1
345786040,TweetingGeet,"Jeswani, Geet",Real Clear Politics,Producer,M,911,506,3654,Sun Jul 31 05:06:18 +0000 2011,True,False,153.0,8.0,86.0,403.0,650.0,10,1
19914257,mviser,"Viser, Matthew",Boston Globe,Deputy Washington Bureau Chief,M,57700,1805,25358,Mon Feb 02 16:20:23 +0000 2009,True,False,511.0,78.0,19.0,186.0,794.0,9,9
80111587,JeffYoung,"Young, Jeffrey",Huffington Post,Senior Reporter,M,26497,769,30892,Mon Oct 05 19:59:42 +0000 2009,True,False,245.0,349.0,426.0,776.0,1796.0,9,7
370489880,JoanneKenen,"Kenen, Joanne L.",Politico,"Executive Editor, Health",F,14762,1545,14992,Fri Sep 09 03:27:12 +0000 2011,True,False,204.0,148.0,129.0,360.0,841.0,9,7
26283307,davidshepardson,"Shepardson, David",Thomson Reuters,Automotive Reporter,M,12925,4521,69362,Tue Mar 24 17:47:50 +0000 2009,True,False,307.0,378.0,84.0,1531.0,2300.0,9,6
17827531,eyokley,"Yokley, Eli G.",Morning Consult,Political Reporter,M,10910,3782,67104,Wed Dec 03 03:29:46 +0000 2008,True,False,323.0,318.0,55.0,811.0,1507.0,9,6
6904552,juliemason,"Mason, Julie",Sirius XM Satellite Radio,Radio Host of Press Poll,F,31276,1715,29214,Tue Jun 19 01:25:55 +0000 2007,True,False,43.0,107.0,852.0,211.0,1213.0,9,5
299877078,johnson_carrie,"Johnson, Carrie",National Public Radio,Correspondent,F,19721,1724,16162,Mon May 16 20:38:23 +0000 2011,True,False,133.0,170.0,45.0,282.0,630.0,9,5
26953478,hbottemiller,"Bottemiller Evich, Helena",Politico,Senior Food & Agriculture Reporter,F,14242,3455,15146,Fri Mar 27 04:55:33 +0000 2009,True,False,94.0,38.0,80.0,45.0,257.0,9,3
16891240,CarlaBabbVOA,"Babb, Carla",Voice of America,Pentagon Correspondent,F,5075,990,5662,Tue Oct 21 18:49:46 +0000 2008,True,False,123.0,3.0,14.0,123.0,263.0,9,3
300552750,B_resnick,"Resnick, Brian",Vox Media,Science Reporter,M,3959,1796,11846,Tue May 17 23:35:30 +0000 2011,True,False,133.0,58.0,107.0,87.0,385.0,9,3
493581364,Pat_Host,"Host, Patrick",Defense Daily,Reporter,M,1055,839,1907,Wed Feb 15 23:25:40 +0000 2012,False,False,192.0,80.0,462.0,26.0,760.0,9,3
47415772,JillDLawrence,"Lawrence, Jill Debra",USA Today,Commentary Editor & Columnist,F,13133,1889,31668,Mon Jun 15 19:13:39 +0000 2009,True,False,395.0,99.0,122.0,1089.0,1705.0,9,2
89460898,ajconwashington,"Hallerman, Tamar",Atlanta Journal-Consitution,Washington Correspondent,F,5104,1118,20115,Thu Nov 12 14:47:15 +0000 2009,True,False,324.0,12.0,38.0,13.0,387.0,9,2
17027394,DonnaLeinwand,"Leinwand Leger, Donna",USA Today,Breaking News Editor,F,5099,1983,17406,Tue Oct 28 19:52:57 +0000 2008,True,False,84.0,13.0,28.0,29.0,154.0,9,2
56081005,HannahAllam,"Allam, Hannah",McClatchy Newspapers,"Reporter, Race, Culture & Identity",F,28409,6028,44561,Sun Jul 12 12:22:40 +0000 2009,True,False,34.0,26.0,25.0,698.0,783.0,9,1
18678924,jmartNYT,"Martin, Jonathan",New York Times,National Political Correspondent,M,197322,5756,106970,Tue Jan 06 15:20:59 +0000 2009,True,False,478.0,467.0,200.0,1665.0,2810.0,8,8
20281013,EvanMcS,"McMorris-Santoro, Evan",Vice News,Correspondent,M,29318,3692,67,Fri Feb 06 23:09:59 +0000 2009,True,False,219.0,114.0,116.0,56.0,505.0,8,8
136550204,scottwongDC,"Wong, Scott B.",The Hill,Senior Staff Writer,M,19554,2769,22882,Sat Apr 24 07:31:45 +0000 2010,True,False,487.0,223.0,86.0,1422.0,2218.0,8,8
12245632,jackshafer,"Shafer, Jack",Politico,"Senior Media Writer, Politico Magazine",M,73996,974,44726,Tue Jan 15 00:39:38 +0000 2008,True,False,560.0,8.0,861.0,587.0,2016.0,8,7
20378448,philipaklein,"Klein, Philip",Washington Examiner,Managing Editor,M,36863,717,48025,Sun Feb 08 17:18:23 +0000 2009,True,False,212.0,276.0,310.0,190.0,988.0,8,6
158826094,eemershon,"Mershon, Erin",CQ Roll Call,Health Policy Reporter,F,3812,1440,2168,Wed Jun 23 19:15:47 +0000 2010,True,False,35.0,17.0,4.0,78.0,134.0,8,6
16753660,mikedebonis,"DeBonis, Mike",Washington Post,Congress Reporter,M,33572,1372,45050,Wed Oct 15 03:23:55 +0000 2008,True,False,248.0,122.0,239.0,243.0,852.0,8,5
12134692,MikeMadden,"Madden, Mike R.",Washington Post,"Editor, Post Outlook & Post Everything",M,18304,2485,83055,Fri Jan 11 22:43:03 +0000 2008,True,False,343.0,237.0,458.0,1399.0,2437.0,8,5
247852986,rachanadixit,"Pradhan, Rachana D.",Politico,Healthcare Reporter,F,6178,1250,3731,Sat Feb 05 18:18:14 +0000 2011,True,False,71.0,53.0,54.0,82.0,260.0,8,5
64502388,paulconndc,"Connolly, Paul C.",Bloomberg BNA,Deputy Bureau Chief,M,892,682,7066,Mon Aug 10 20:17:30 +0000 2009,True,False,119.0,23.0,71.0,150.0,363.0,8,5
2259259550,KendallBreitman,"Breitman, Kendall P.",MSNBC,Segment Producer,F,2251,1064,7031,Mon Dec 23 18:32:06 +0000 2013,True,False,82.0,85.0,44.0,135.0,346.0,8,4
757893380,elianayjohnson,"Johnson, Eliana",Politico,National Political Reporter,F,27170,1468,14040,Tue Aug 14 21:08:52 +0000 2012,True,False,96.0,75.0,37.0,365.0,573.0,8,1
18881645,ewstephe,"Stephenson, Emily",Thomson Reuters,Washington Reporter,F,4573,845,15560,Sun Jan 11 22:10:56 +0000 2009,True,False,146.0,40.0,32.0,150.0,368.0,8,1
20710655,njagoda,"Jogoda, Naomi",The Hill,Tax Reporter,F,1079,639,5189,Thu Feb 12 19:53:14 +0000 2009,False,False,44.0,5.0,14.0,9.0,72.0,8,1
16930125,edatpost,"O’Keefe, Edward",Washington Post,Congress Reporter,M,58670,16579,42254,Thu Oct 23 16:47:50 +0000 2008,True,False,669.0,142.0,26.0,540.0,1377.0,7,7
82167518,aseitzwald,"Seitz-Wald, Alexander",NBC News,Political Reporter,M,39610,3009,50243,Tue Oct 13 19:13:32 +0000 2009,True,False,203.0,123.0,92.0,264.0,682.0,7,7
204599219,pw_cunningham,"Cunningham, Paige",Washington Examiner,Senior Health Reporter,F,9255,752,4244,Tue Oct 19 01:52:44 +0000 2010,True,False,166.0,61.0,11.0,0.0,238.0,7,6
347466521,evanlehmann,"Lehmann, Evan W.",E&E News,"White House Reporter and Deputy Editor, Climatewire",M,4108,4311,1576,Tue Aug 02 21:00:55 +0000 2011,False,False,49.0,49.0,3.0,75.0,176.0,7,6
15483390,tamarakeithNPR,"Keith, Tamara",National Public Radio,White House Correspondent,F,85683,1569,17433,Fri Jul 18 17:08:25 +0000 2008,True,False,148.0,149.0,315.0,531.0,1143.0,7,5
21696279,brianbeutler,"Beutler, Brian Alfred",New Republic,Senior Editor,M,74435,736,99050,Mon Feb 23 21:31:16 +0000 2009,True,False,531.0,684.0,651.0,2694.0,4560.0,7,5
21612122,HotlineJosh,"Kraushaar, Josh P.",National Journal,Politics Editor,M,50438,1496,156610,Sun Feb 22 23:45:46 +0000 2009,True,False,545.0,893.0,384.0,4881.0,6703.0,7,5
16073416,zcolman,"Colman, Zachary",Christian Science Monitor,Energy & Environment Reporter,M,4883,1572,16324,Mon Sep 01 00:54:46 +0000 2008,True,False,92.0,29.0,16.0,130.0,267.0,7,5
16949386,JeffSchogol,"Schogol, Jeffrey Duff",Sightline Media Group,"Writer, Marine Corps Times",M,4443,2278,9113,Fri Oct 24 13:52:57 +0000 2008,True,False,54.0,13.0,75.0,52.0,194.0,7,5
55874399,dariustahir,"Tahir, Darius A.",Politico,"eHealth Reporter, Politico Pro",M,2124,528,19949,Sat Jul 11 17:01:55 +0000 2009,False,False,55.0,23.0,350.0,42.0,470.0,7,5
370763752,Scott_McCrary,"McCrary, Scott",WUSA–TV,Senior Producer,M,1666,1324,11536,Fri Sep 09 15:54:36 +0000 2011,False,False,66.0,115.0,117.0,43.0,341.0,7,5
18947832,AnnieYuFox5,"Yu, Annie",WTTG–Fox Television,Anchor,F,14869,3063,39722,Tue Jan 13 18:46:43 +0000 2009,True,False,545.0,790.0,303.0,112.0,1750.0,7,3
59130623,zbyronwolf,"Wolf, Zachary",CNN,"Managing Editor, CNN Politics",M,10480,3046,20841,Wed Jul 22 13:53:01 +0000 2009,True,False,125.0,42.0,28.0,53.0,248.0,7,3
179546580,EricaMartinson,"Martinson, Erica L.",Alaska Dispatch News,Washington Correspondent,F,7003,1078,8754,Tue Aug 17 15:20:03 +0000 2010,True,False,120.0,143.0,54.0,358.0,675.0,7,3
