Attribute,Measure,Group,Min,Mean,Max,Stddev,
LOCATION,twitter-averageMentionsPerTweet-1,District of Columbia ,0.156,0.156,0.156,0,
LOCATION,twitter-averageMentionsPerTweet-1,New York City,0.015,0.039,0.103,0.037,
LOCATION,twitter-averageMentionsPerTweet-1,Instagram,0.040,0.040,0.040,0,
LOCATION,twitter-averageMentionsPerTweet-1,Location: DC,0.064,0.064,0.064,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Annandale, VA; Washington, DC",0.098,0.098,0.098,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C. via Drogheda",0.164,0.164,0.164,0,
LOCATION,twitter-averageMentionsPerTweet-1,NV → DC,0.074,0.074,0.074,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC ,0.113,0.113,0.113,0,
LOCATION,twitter-averageMentionsPerTweet-1,D.C.,0.029,0.088,0.188,0.050,
LOCATION,twitter-averageMentionsPerTweet-1,"Miami, FL",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington ,0.020,0.049,0.073,0.022,
LOCATION,twitter-averageMentionsPerTweet-1,The trough of disillusionment.,0.042,0.042,0.042,0,
LOCATION,twitter-averageMentionsPerTweet-1,"D.C., via Karachi & New Haven.",0.090,0.090,0.090,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Atlanta, GA",0.013,0.024,0.040,0.012,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, d.c.",0.018,0.064,0.130,0.041,
LOCATION,twitter-averageMentionsPerTweet-1,"Martinsburg, WV",0.272,0.272,0.272,0,
LOCATION,twitter-averageMentionsPerTweet-1,District of Columbia,0,0.086,0.164,0.055,
LOCATION,twitter-averageMentionsPerTweet-1,DC via rural Illinois,0.238,0.238,0.238,0,
LOCATION,twitter-averageMentionsPerTweet-1,"East Dover, VT",0.025,0.025,0.025,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington DC, Pale Blue Dot",0.103,0.103,0.103,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.895844,-77.007033",0.075,0.075,0.075,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C.  ",0.104,0.104,0.104,0,
LOCATION,twitter-averageMentionsPerTweet-1,Somewhere deep in Ohio,0.086,0.086,0.086,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Hamburg, Germany",0.086,0.086,0.086,0,
LOCATION,twitter-averageMentionsPerTweet-1,NYC,0.035,0.078,0.122,0.043,
LOCATION,twitter-averageMentionsPerTweet-1,"Petworth, Washington DC",0.216,0.216,0.216,0,
LOCATION,twitter-averageMentionsPerTweet-1,New York ,0.021,0.021,0.021,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, USA",0.054,0.054,0.054,0,
LOCATION,twitter-averageMentionsPerTweet-1,AJE Washington DC,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.879163,-77.015666",0.017,0.017,0.017,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington/New York,0.035,0.035,0.035,0,
LOCATION,twitter-averageMentionsPerTweet-1,New York NY ,0.013,0.013,0.013,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington DC, America",0.035,0.035,0.035,0,
LOCATION,twitter-averageMentionsPerTweet-1,Copp.tara@stripes.com,0.077,0.077,0.077,0,
LOCATION,twitter-averageMentionsPerTweet-1,Where the news takes me,0.054,0.054,0.054,0,
LOCATION,twitter-averageMentionsPerTweet-1,1111 North Capitol NE,0.123,0.123,0.123,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington dc,0.098,0.132,0.156,0.025,
LOCATION,twitter-averageMentionsPerTweet-1,"Your radio, every day",0.085,0.085,0.085,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Frederick, MD",0.061,0.066,0.072,0.006,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C., and Missouri",0.133,0.133,0.133,0,
LOCATION,twitter-averageMentionsPerTweet-1,Blakesobczak at protonmail com,0.109,0.109,0.109,0,
LOCATION,twitter-averageMentionsPerTweet-1,"London, UK",0.014,0.014,0.014,0,
LOCATION,twitter-averageMentionsPerTweet-1,London,0,0.020,0.033,0.014,
LOCATION,twitter-averageMentionsPerTweet-1,Los Angeles,0.026,0.035,0.043,0.009,
LOCATION,twitter-averageMentionsPerTweet-1,Ajchavar.com,0.054,0.054,0.054,0,
LOCATION,twitter-averageMentionsPerTweet-1,"New York, NY via Boston, MA",0.061,0.061,0.061,0,
LOCATION,twitter-averageMentionsPerTweet-1,New york city,0.029,0.029,0.029,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington D.C,0.006,0.075,0.144,0.069,
LOCATION,twitter-averageMentionsPerTweet-1,"Oakland, CA",0.012,0.012,0.012,0,
LOCATION,twitter-averageMentionsPerTweet-1,US,0.047,0.066,0.085,0.019,
LOCATION,twitter-averageMentionsPerTweet-1,"ABC7 News Washington, DC",0.071,0.071,0.071,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Silver Spring, MD",0.024,0.024,0.024,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Rockville, Maryland USA",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,HR - MGQ - LHR - DC.,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Casper, WY",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Columbus, Ohio",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Wimberley, Texas",0.027,0.027,0.027,0,
LOCATION,twitter-averageMentionsPerTweet-1,D.C./Northern VA/Maryland,0.019,0.019,0.019,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D. C.",0.027,0.050,0.073,0.023,
LOCATION,twitter-averageMentionsPerTweet-1,"Bedford, NH / Washington, DC",0.207,0.207,0.207,0,
LOCATION,twitter-averageMentionsPerTweet-1,Maryland,0,0.059,0.138,0.055,
LOCATION,twitter-averageMentionsPerTweet-1,Virginia,0.003,0.054,0.149,0.067,
LOCATION,twitter-averageMentionsPerTweet-1,"Virginia, USA",0.055,0.055,0.055,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Capitol Hill, Washington",0.015,0.049,0.084,0.034,
LOCATION,twitter-averageMentionsPerTweet-1,D.C. ,0.113,0.113,0.113,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Arlington, Va",0.076,0.076,0.076,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Annandale, VA",0.017,0.017,0.017,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Memphis, TN",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Derwood, MD",0.068,0.068,0.068,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Los Angeles, CA",0,0.040,0.112,0.036,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington DC, Atlanta GA",0.132,0.132,0.132,0,
LOCATION,twitter-averageMentionsPerTweet-1,Capitol Hill ,0.108,0.108,0.108,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Fredericksburg, VA",0.031,0.031,0.031,0,
LOCATION,twitter-averageMentionsPerTweet-1,Northern Virginia,0.057,0.139,0.196,0.059,
LOCATION,twitter-averageMentionsPerTweet-1,On the leading edge of life,0.015,0.015,0.015,0,
LOCATION,twitter-averageMentionsPerTweet-1,Kstewart@wtop.com,0.029,0.029,0.029,0,
LOCATION,twitter-averageMentionsPerTweet-1,The luminiferous aether,0.046,0.046,0.046,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC via PA & OH",0.043,0.043,0.043,0,
LOCATION,twitter-averageMentionsPerTweet-1,Wash DC,0.123,0.123,0.123,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Fairfax County, Virginia",0.060,0.060,0.060,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington D.C. USA,0.025,0.025,0.025,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Maryland, USA",0.040,0.068,0.108,0.029,
LOCATION,twitter-averageMentionsPerTweet-1,Washington DC ,0.025,0.044,0.062,0.015,
LOCATION,twitter-averageMentionsPerTweet-1,"DC, MD, VA ",0.066,0.066,0.066,0,
LOCATION,twitter-averageMentionsPerTweet-1,Redacted,0.069,0.069,0.069,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, dc",0.008,0.035,0.093,0.031,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C. area",0.050,0.128,0.207,0.078,
LOCATION,twitter-averageMentionsPerTweet-1,Wasington D.C.,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Potomac, MD",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Ogden, UT",0.019,0.019,0.019,0,
LOCATION,twitter-averageMentionsPerTweet-1,D.C. Metro Area,0.045,0.102,0.159,0.057,
LOCATION,twitter-averageMentionsPerTweet-1,DC | NY,0.092,0.092,0.092,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Georgia, USA",0.013,0.013,0.013,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC / nomad",0.020,0.020,0.020,0,
LOCATION,twitter-averageMentionsPerTweet-1,Kwong@breitbart.com,0.072,0.072,0.072,0,
LOCATION,twitter-averageMentionsPerTweet-1,San Francisco Bay Area,0.036,0.036,0.036,0,
LOCATION,twitter-averageMentionsPerTweet-1,"#Washington, #DC ",0.130,0.130,0.130,0,
LOCATION,twitter-averageMentionsPerTweet-1,Global,0.017,0.017,0.017,0,
LOCATION,twitter-averageMentionsPerTweet-1,"London, England",0,0.054,0.216,0.093,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.915848,-77.03604",0.061,0.061,0.061,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Bowie, MD",0.081,0.081,0.081,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC * Missing NYC",0.189,0.189,0.189,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Madison, WI",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,DFW,0.028,0.028,0.028,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Annapolis, MD",0.080,0.080,0.080,0,
LOCATION,twitter-averageMentionsPerTweet-1,D.C. | Middlebury | London,0.049,0.049,0.049,0,
LOCATION,twitter-averageMentionsPerTweet-1,Inside the beltway,0.111,0.111,0.111,0,
LOCATION,twitter-averageMentionsPerTweet-1,The Green Mountains,0.100,0.100,0.100,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC/Northern VA",0.126,0.126,0.126,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC/Scenic Silver Spring,0.140,0.140,0.140,0,
LOCATION,twitter-averageMentionsPerTweet-1,DCA to SFO,0.046,0.046,0.046,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 39.149989,-77.154816",0.216,0.216,0.216,0,
LOCATION,twitter-averageMentionsPerTweet-1,**likely tracking protests,0.088,0.088,0.088,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C",0.045,0.050,0.055,0.005,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC/Brooklyn, NY",0.106,0.106,0.106,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Takoma Park, MD",0.073,0.073,0.073,0,
LOCATION,twitter-averageMentionsPerTweet-1,N.J.,0.028,0.028,0.028,0,
LOCATION,twitter-averageMentionsPerTweet-1,Now in D.C.,0.006,0.006,0.006,0,
LOCATION,twitter-averageMentionsPerTweet-1,N.C. or D.C.,0.072,0.072,0.072,0,
LOCATION,twitter-averageMentionsPerTweet-1,Davidson or D.C.,0.072,0.072,0.072,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Mclean, VA",0.049,0.049,0.049,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC area",0.066,0.076,0.086,0.010,
LOCATION,twitter-averageMentionsPerTweet-1,Montréal Canada.,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Voice of America,0.057,0.072,0.086,0.015,
LOCATION,twitter-averageMentionsPerTweet-1,"505, 202",0.020,0.020,0.020,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Orlando, FL",0.034,0.034,0.034,0,
LOCATION,twitter-averageMentionsPerTweet-1,"UNHQ, New York",0.039,0.039,0.039,0,
LOCATION,twitter-averageMentionsPerTweet-1,"In and around Washington, D.C.",0.042,0.042,0.042,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington DC metro,0.025,0.025,0.025,0,
LOCATION,twitter-averageMentionsPerTweet-1,Rhode Island,0.131,0.131,0.131,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Alexandria, VA",0,0.054,0.123,0.050,
LOCATION,twitter-averageMentionsPerTweet-1,"Philadelphia, PA",0,0.007,0.013,0.007,
LOCATION,twitter-averageMentionsPerTweet-1,"Boston, MA",0.010,0.010,0.010,0,
LOCATION,twitter-averageMentionsPerTweet-1,"DC, MD",0.084,0.084,0.084,0,
LOCATION,twitter-averageMentionsPerTweet-1,RTs & links ≠ endorsements,0.011,0.011,0.011,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Las Vegas, NV",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Ny/la/rva,0.080,0.080,0.080,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Miami Beach, FL",0.040,0.040,0.040,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Fairfax Station, Va",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.985841,-77.471224",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,The nation's capital,0.079,0.079,0.079,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.892696,-77.044914",0.077,0.077,0.077,0,
LOCATION,twitter-averageMentionsPerTweet-1,"DuPont Circle, Washington, DC",0.624,0.624,0.624,0,
LOCATION,twitter-averageMentionsPerTweet-1,UK,0.038,0.038,0.038,0,
LOCATION,twitter-averageMentionsPerTweet-1,The Swamp,0.030,0.030,0.030,0,
LOCATION,twitter-averageMentionsPerTweet-1,Earth ,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Mostly DC, sometimes CA",0.181,0.181,0.181,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.922219,-77.031428",0.040,0.040,0.040,0,
LOCATION,twitter-averageMentionsPerTweet-1,NJ-NY,0.033,0.033,0.033,0,
LOCATION,twitter-averageMentionsPerTweet-1,Here and There,0.019,0.019,0.019,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C., and around.",0.024,0.024,0.024,0,
LOCATION,twitter-averageMentionsPerTweet-1,Sometimes Washington D.C,0.064,0.064,0.064,0,
LOCATION,twitter-averageMentionsPerTweet-1,Al Jazeera English ,0.030,0.030,0.030,0,
LOCATION,twitter-averageMentionsPerTweet-1,ABC News Pentagon,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Kensington, MD",0.034,0.034,0.034,0,
LOCATION,twitter-averageMentionsPerTweet-1,Here for now,0.039,0.039,0.039,0,
LOCATION,twitter-averageMentionsPerTweet-1,TX → DC,0.094,0.094,0.094,0,
LOCATION,twitter-averageMentionsPerTweet-1,"CNN, Washington, DC",0.194,0.194,0.194,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.900063,-77.008976",0.157,0.157,0.157,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Seattle, WA",0.055,0.055,0.055,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C./Maryland",0.094,0.094,0.094,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC, USA",0.057,0.114,0.171,0.045,
LOCATION,twitter-averageMentionsPerTweet-1,NYC | Former DC & Miami ,0.128,0.128,0.128,0,
LOCATION,twitter-averageMentionsPerTweet-1,The Matrix,0.076,0.076,0.076,0,
LOCATION,twitter-averageMentionsPerTweet-1,The District,0.099,0.169,0.239,0.070,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.900076,-77.008962",0.259,0.259,0.259,0,
LOCATION,twitter-averageMentionsPerTweet-1,Fox News Radio,0.152,0.152,0.152,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC.",0.093,0.093,0.093,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington DC metro area,0.112,0.112,0.112,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Maryland/Washington, D.C.",0.076,0.076,0.076,0,
LOCATION,twitter-averageMentionsPerTweet-1,PA,0.112,0.112,0.112,0,
LOCATION,twitter-averageMentionsPerTweet-1,Your Nation's Capitol,0.069,0.069,0.069,0,
LOCATION,twitter-averageMentionsPerTweet-1,Displaced New Yorker,0.090,0.090,0.090,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Austin, Texas & San Diego",0.021,0.021,0.021,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC | New York, NY ",0.042,0.042,0.042,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC, U.S.A. ",0.052,0.052,0.052,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Rome, Lazio",0.054,0.054,0.054,0,
LOCATION,twitter-averageMentionsPerTweet-1,Brooklyn,0.122,0.122,0.122,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 17.536681,-99.495555",0.259,0.259,0.259,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Kansas City, MO",0.023,0.023,0.023,0,
LOCATION,twitter-averageMentionsPerTweet-1,D.C. via Baton Rouge,0.234,0.234,0.234,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Durham, N.C.",0.051,0.051,0.051,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC, & Atlanta, GA",0.031,0.031,0.031,0,
LOCATION,twitter-averageMentionsPerTweet-1,DMV,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington DC, Chicago, ROME",0.048,0.048,0.048,0,
LOCATION,twitter-averageMentionsPerTweet-1,"North Beach, MD",0.173,0.173,0.173,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC | #CapitalCity",0.086,0.086,0.086,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C. & Seattle",0.073,0.073,0.073,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Beast Belly, DC ",0.015,0.015,0.015,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Arlington, Virginia",0.057,0.129,0.235,0.077,
LOCATION,twitter-averageMentionsPerTweet-1,NPR News,0.116,0.116,0.116,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington DC, N.E.",0.017,0.017,0.017,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington DC region,0.012,0.012,0.012,0,
LOCATION,twitter-averageMentionsPerTweet-1,I wander...,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Manhattan, NY",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Breanna.edwards@theroot.com,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Marine Corps Times,0.136,0.136,0.136,0,
LOCATION,twitter-averageMentionsPerTweet-1,Nepal,0.041,0.041,0.041,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC and airports",0.072,0.072,0.072,0,
LOCATION,twitter-averageMentionsPerTweet-1,Eastern Market,0.065,0.065,0.065,0,
LOCATION,twitter-averageMentionsPerTweet-1,California ✈ Washington DC ,0.096,0.096,0.096,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Chapel Hill, NC",0.137,0.137,0.137,0,
LOCATION,twitter-averageMentionsPerTweet-1,@GarneyG,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"ÜT: 38.81626,-77.078307",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC/Chapel Hill/Berlin,0.039,0.039,0.039,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington D.C., mostly",0.060,0.060,0.060,0,
LOCATION,twitter-averageMentionsPerTweet-1,Pacing in Capitol (ARK - DC),0.067,0.067,0.067,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Bethesda, Maryland",0,0.173,0.345,0.173,
LOCATION,twitter-averageMentionsPerTweet-1,Washington d.c.,0.144,0.144,0.144,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC usually. MSP occasionally.,0.092,0.092,0.092,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C. / Tampa Bay",0.055,0.055,0.055,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington | New York,0.033,0.033,0.033,0,
LOCATION,twitter-averageMentionsPerTweet-1,Reuters Washington bureau,0.022,0.022,0.022,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington D.C. and Jupiter Fl,0.089,0.089,0.089,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Raleigh, NC",0.097,0.097,0.097,0,
LOCATION,twitter-averageMentionsPerTweet-1,Maine/NoVa/WDW,0.023,0.023,0.023,0,
LOCATION,twitter-averageMentionsPerTweet-1,Irishman in Washington,0.046,0.046,0.046,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington/Virginia ,0.016,0.016,0.016,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Fairfax, VA",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington & beyond,0.128,0.128,0.128,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Maryland/Washington, DC",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC  ",0.104,0.104,0.104,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC via The Mitten,0.149,0.149,0.149,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC/Baltimore,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,The District of Columbia,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Dherszenhorn@politico.eu,0.013,0.013,0.013,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Springfield, Va.",0.167,0.167,0.167,0,
LOCATION,twitter-averageMentionsPerTweet-1,"New Jersey, USA",0.021,0.021,0.021,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Brussels, Belgium",0.118,0.118,0.118,0,
LOCATION,twitter-averageMentionsPerTweet-1,NW DC,0.056,0.056,0.056,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Arlington, Virginia, USA",0.035,0.035,0.035,0,
LOCATION,twitter-averageMentionsPerTweet-1,Based in Annapolis & Covers DC,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC via NJ/VA,0.115,0.115,0.115,0,
LOCATION,twitter-averageMentionsPerTweet-1,DC (via the Granite State),0.182,0.182,0.182,0,
LOCATION,twitter-averageMentionsPerTweet-1,OC—Bay—Chicago—DC,0.021,0.021,0.021,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, DC Metro",0.019,0.019,0.019,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Salisbury, MD",0.003,0.003,0.003,0,
LOCATION,twitter-averageMentionsPerTweet-1, NYC / DC,0.026,0.026,0.026,0,
LOCATION,twitter-averageMentionsPerTweet-1,NYC / DC,0.026,0.026,0.026,0,
LOCATION,twitter-averageMentionsPerTweet-1,YWG to DCA,0.071,0.071,0.071,0,
LOCATION,twitter-averageMentionsPerTweet-1,NE DC ,0.090,0.090,0.090,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Trinidad, NE DC ",0.090,0.090,0.090,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Vienna, VA",0.213,0.213,0.213,0,
LOCATION,twitter-averageMentionsPerTweet-1,Arlington VA,0.010,0.010,0.010,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Alexandria, Va.",0.079,0.079,0.079,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C. metro area",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington/Princeton,0.039,0.039,0.039,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington.dc/clarke county.va,0.030,0.030,0.030,0,
LOCATION,twitter-averageMentionsPerTweet-1,Laurenmorello@protonmail.com,0.165,0.165,0.165,0,
LOCATION,twitter-averageMentionsPerTweet-1,"In D.C., native of L.A. ",0.090,0.090,0.090,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C./Denver",0.103,0.103,0.103,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Bethesda, MD.",0.086,0.086,0.086,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Laurel, MD/Washington, D.C.",0.060,0.060,0.060,0,
LOCATION,twitter-averageMentionsPerTweet-1,Boston and D.C.,0.127,0.127,0.127,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Bethesda, MD",0.098,0.098,0.098,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington, D.C. / eenews.net",0.262,0.262,0.262,0,
LOCATION,twitter-averageMentionsPerTweet-1,Silver Spring MD,0.216,0.216,0.216,0,
LOCATION,twitter-averageMentionsPerTweet-1,Wandering,0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Silver Spring, Md.",0.144,0.144,0.144,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Berlin, Germany",0,0.018,0.037,0.018,
LOCATION,twitter-averageMentionsPerTweet-1,"Paris, France",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,N 51°25' 0'' / W 0°12' 0'',0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Bengaluru, India",0.025,0.025,0.025,0,
LOCATION,twitter-averageMentionsPerTweet-1,Toronto,0.025,0.025,0.025,0,
LOCATION,twitter-averageMentionsPerTweet-1,Dee Cee personal views,0.050,0.050,0.050,0,
LOCATION,twitter-averageMentionsPerTweet-1,"D.C., personal views",0.050,0.050,0.050,0,
LOCATION,twitter-averageMentionsPerTweet-1,D.C. or ✈️,0.370,0.370,0.370,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Shady Side, Md.",0.112,0.112,0.112,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington,D.C. ",0.061,0.162,0.262,0.101,
LOCATION,twitter-averageMentionsPerTweet-1,"D.C., No.Va.",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Outside Washington, D.C.",0.033,0.033,0.033,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Denver, CO",0.080,0.080,0.080,0,
LOCATION,twitter-averageMentionsPerTweet-1,McLean Va./Silver Spring Md.,0.087,0.087,0.087,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Baltimore, MD USA",0.048,0.048,0.048,0,
LOCATION,twitter-averageMentionsPerTweet-1,Washington. DC,0.094,0.094,0.094,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Paris, Ile-de-France",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,"McLean, VA",0,0,0,0,
LOCATION,twitter-averageMentionsPerTweet-1,John.shiffman@reuters.com,0.123,0.123,0.123,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Montevideo, Uruguay",0.004,0.004,0.004,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Brookland, Washington, DC",0.418,0.418,0.418,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Washington Bureau, Newsday",0.148,0.148,0.148,0,
LOCATION,twitter-averageMentionsPerTweet-1,"College Park, Baltimore, DC",0.059,0.059,0.059,0,
LOCATION,twitter-averageMentionsPerTweet-1,Instagram.com/victoriastmartin,0.040,0.040,0.040,0,
LOCATION,twitter-averageMentionsPerTweet-1,Victoria@vstmartin.com,0.040,0.040,0.040,0,
LOCATION,twitter-averageMentionsPerTweet-1,"Seoul, Republic of Korea",0.016,0.016,0.016,0,
