"mikedebonis","16753660","DeBonis, Mike","Washington Post","Congress Reporter","M","32603","1369","44391","Wed Oct 15 03:23:55 +0000 2008","True","False"
"jdelreal","22313347","DelReal-Perez, Jose","Washington Post","National Correspondent","M","20585","3043","19215","Sun Mar 01 00:22:58 +0000 2009","True","False"
"fahrenthold","61734492","Fahrenthold, David","Washington Post","Political Reporter ","M","419647","3341","25457","Fri Jul 31 09:29:37 +0000 2009","True","False"
"b_fung","18580432","Fung, Brian","Washington Post","Tech Reporter","M","16225","2058","44496","Sat Jan 03 15:15:57 +0000 2009","True","False"
"hsu_spencer","3161681103","Hsu, Spencer","Washington Post","Legal Reporter","M","1409","143","273","Mon Apr 13 01:00:11 +0000 2015","False","False"
"pkcapitol","997684836","Kane, Paul","Washington Post","Congressional Reporter","M","28010","275","21916","Sat Dec 08 18:16:23 +0000 2012","True","False"
"mccartneywp","298137288","McCartney, Robert","Washington Post","Senior Regional Correspondent","M","2453","88","2977","Fri May 13 19:42:01 +0000 2011","True","False"
"milbank","19608273","Milbank, Dana","Washington Post","Columnist","M","70213","662","3099","Tue Jan 27 18:55:18 +0000 2009","True","False"
"gregpmiller","242907470","Miller, Gregory","Washington Post","National Security Correspondent","M","41877","863","6051","Tue Jan 25 21:40:14 +0000 2011","True","False"
"dmontyjr","66460911","Montgomery, David","Washington Post","Reporter","M","1560","569","2296","Mon Aug 17 19:38:30 +0000 2009","False","False"
"davidnakamura","23621827","Nakamura, David","Washington Post","White House Reporter","M","26722","983","11755","Tue Mar 10 17:42:56 +0000 2009","True","False"
"robertoharrow","21331143","O’Harrow, Robert","Washington Post","Reporter","M","1004","51","176","Thu Feb 19 19:38:37 +0000 2009","False","False"
"edatpost","16930125","O’Keefe, Edward","Washington Post","Congress Reporter","M","55255","16261","41379","Thu Oct 23 16:47:50 +0000 2008","True","False"
"stevenoverly","154084426","Overly, Steven","Washington Post","Automotive Innovation Reporter","M","4153","428","5158","Thu Jun 10 09:44:58 +0000 2010","True","False"
"eugene_robinson","59031230","Robinson, Eugene","Washington Post","Columnist","M","259203","981","1473","Wed Jul 22 04:11:45 +0000 2009","True","False"
"joshrogin","15766082","Rogin, Josh","Washington Post","Columnist","M","178093","9293","34688","Thu Aug 07 17:17:22 +0000 2008","True","False"
"waposean","169586280","Sullivan, Sean","Washington Post","Congressional Reporter","M","21126","1892","14025","Thu Jul 22 18:03:05 +0000 2010","True","False"
"jobywarrick","330400536","Warrick, Joby","Washington Post","National Security Reporter","M","6611","426","107","Wed Jul 06 15:24:51 +0000 2011","True","False"
"daveweigel","13524182","Weigel, David","Washington Post","Political Reporter","M","318915","10169","166821","Fri Feb 15 17:58:23 +0000 2008","True","False"
"craigmwhitlock","993972252","Whitlock, Craig","Washington Post","Investigative Reporter","M","7515","371","5265","Thu Dec 06 22:59:00 +0000 2012","True","False"
"postscottwilson","102789488","Wilson, Scott","Washington Post","National editor","M","13380","1111","3825","Thu Jan 07 21:00:46 +0000 2010","True","False"
"realbobwoodward","1969426021","Woodward, Bob","Washington Post","Associate Editor","M","32176","677","74","Fri Oct 18 18:53:59 +0000 2013","True","False"
"mattzap","23332846","Zapotosky, Matt","Washington Post","Reporter","M","56596","1134","6509","Sun Mar 08 17:57:00 +0000 2009","True","False"
"anobledc","15051061","Noble, Andrea","Washington Times","Law Enforcement & Crime Reporter","F","2462","994","8901","Sun Jun 08 22:58:31 +0000 2008","False","False"
"kellyriddell","119737639","Sadler, Kelly","Washington Times","Deputy Opinion Editor","F","7936","659","7734","Thu Mar 04 14:02:55 +0000 2010","False","False"
"daveboyer","22022769","Boyer, David","Washington Times","White House Reporter","M","1293","854","1197","Thu Feb 26 15:45:23 +0000 2009","False","False"
"tomhowelljr","351133674","Howell, Thomas","Washington Times","Capitol Hill & Health Care Reporter","M","1360","1943","2846","Mon Aug 08 20:53:32 +0000 2011","False","False"
"sethmclaughlin1","318999759","McLaughlin, Seth","Washington Times","Political Reporter ","M","1042","1396","1865","Fri Jun 17 12:03:20 +0000 2011","False","False"
"samillertimes","139790901","Miller, S.A.","Washington Times","White House Reporter","M","519","746","881","Mon May 03 17:58:56 +0000 2010","False","False"
"dsherfinski","15281779","Sherfinski, David","Washington Times","Political Reporter","M","1445","729","4558","Mon Jun 30 19:52:45 +0000 2008","False","False"
"guyjtaylor","43453733","Taylor, Guy","Washington Times","National Security & Foreign Policy Reporter","M","343","189","473","Sat May 30 01:32:13 +0000 2009","False","False"
"cwetzwashtms","1444627322","Wetzstein, Cheryl","Washington Times","Special Sections Manager","M","444","416","6108","Mon May 20 19:48:00 +0000 2013","False","False"
"keithkoffler","26860506","Koffler, Keith","White House Dossier","Editor","M","14215","7441","12092","Thu Mar 26 21:44:54 +0000 2009","False","False"
"oknox","11771512","Knox, Olivier","Yahoo News","Chief Washington Correspondent","M","43080","2313","93714","Wed Jan 02 20:58:16 +0000 2008","True","False"
"sandhya__k","221255986","Kambhampati, Sandhya","","Freelance Reporter","F","2632","742","7736","Tue Nov 30 04:37:53 +0000 2010","False","False"
"mctaguej","112890747","McTague, James","","Freelance Reporter","M","1376","725","33794","Wed Feb 10 01:32:54 +0000 2010","False","False"
"jonathonshacat","889744470","Shacat, Jonathon D.","","Freelance Reporter","M","610","1174","1231","Thu Oct 18 21:18:14 +0000 2012","False","False"
"hamrickisms","12988312","Hamrick, Mark","Bankrate","Senior Economic Analyst & Washington Bureau Chief","M","5375","5853","27356","Sat Feb 02 19:36:45 +0000 2008","True","False"
"lladkins","41524135","Adkins, Lenore T.","Bloomberg BNA","Reporter, Big Law Business","F","1810","2577","28146","Thu May 21 03:51:21 +0000 2009","True","False"
"ryanbbeene","48807855","Beene, Ryan","Bloomberg News","Automotive & Transportation Reporter","M","1247","351","1689","Fri Jun 19 19:50:20 +0000 2009","False","False"
"pbasken","16809083","Basken, Paul A.","Chronicle of Higher Education","Science Policy Reporter","M","702","56","264","Thu Oct 16 15:58:03 +0000 2008","False","False"
"goldiestandard","46941602","Blumenstyk, Goldie","Chronicle of Higher Education","Business Reporter","F","7403","1171","6511","Sat Jun 13 18:57:35 +0000 2009","True","False"
"kfieldche","334083007","Field, Kelly Elizabeth","Chronicle of Higher Education","Federal Higher Education Policy Reporter","F","1407","152","102","Tue Jul 12 15:10:12 +0000 2011","True","False"
"karinfischer","22057964","Fischer, Karin","Chronicle of Higher Education","International Reporter","F","4933","246","7206","Thu Feb 26 20:36:15 +0000 2009","True","False"
"becksup","707432388","Supiano, Beckie","Chronicle of Higher Education","College Affordability Reporter","F","3785","1072","2611","Fri Jul 20 16:36:19 +0000 2012","True","False"
"dontroop","26274572","Troop, Donald P.","Chronicle of Higher Education","Articles Editor","M","608","998","421","Tue Mar 24 17:02:05 +0000 2009","False","False"
"bymeganoneil","246552744","O’Neil, Megan","Chronicle of Philanthropy","Reporter","F","2757","1135","10332","Thu Feb 03 00:30:14 +0000 2011","False","False"
"charliecookdc","2657143946","Cook, Jr., Charles E.","Cook Political Report","Editor & Publisher","M","12976","705","176","Fri Jul 18 16:44:33 +0000 2014","True","False"
"jennifereduffy","52112689","Duffy, Jennifer","Cook Political Report","Senior Editor","F","8640","189","2789","Mon Jun 29 16:52:36 +0000 2009","False","False"
"redistrict","74820061","Wasserman, David N.","Cook Political Report","U.S. House Editor","M","70362","800","9088","Wed Sep 16 19:50:43 +0000 2009","True","False"
"corpcrimereport","20713331","Mokhiber, Russell","Corporate Crime Reporter","Editor","M","1709","996","4777","Thu Feb 12 20:21:06 +0000 2009","False","False"
"britaineakin","182988588","Eakin, Britain","Court House News","Reporter","F","399","1029","1980","Wed Aug 25 22:03:48 +0000 2010","False","False"
"tjryan93","361533837","Ryan, Timothy Joseph","Court House News","Reporter","M","155","227","3113","Wed Aug 24 23:01:09 +0000 2011","False","False"
"jostonjustice","1251763045","Jost, Kenneth W","CQ Researcher","Reporter","M","2292","938","9694","Fri Mar 08 13:37:23 +0000 2013","False","False"
"bradford_pi","833989110","Bradford, Hazel","Crain Communications","Washington Reporter, Pensions & Investments","F","866","116","1378","Wed Sep 19 19:35:19 +0000 2012","True","False"
"mhvdickson","2174929682","Dickson, Virgil T.","Crain Communications","Regulatory and Policy Reporter, Modern Healthcare","M","1999","58","431","Mon Nov 04 23:18:04 +0000 2013","True","False"
"mbfretirepro","146095202","Franklin, Mary Beth","Crain Communications","Contributing Editor, InvestmentNews","F","3132","334","1442","Thu May 20 15:47:53 +0000 2010","False","False"
"markschoeff","314149528","Schoeff, Jr., Mark","Crain Communications","Reporter, InvestmentNews","M","3120","1450","9003","Thu Jun 09 19:56:10 +0000 2011","True","False"
"skinnerliz","231454384","Skinner, Liz","Crain Communications","Reporter, InvestmentNews","F","6473","655","6217","Tue Dec 28 15:31:44 +0000 2010","True","False"
"wenokachanel","2225188956","Thompson, Wenoka Wendy","DC Spotlight Newspaper","CEO & Owner","F","539","1332","519","Sun Dec 01 16:06:53 +0000 2013","False","False"
"dandeluce","18389620","De Luce, Daniel Richard","Foreign Policy","National Security Reporter","M","4685","3820","3580","Fri Dec 26 14:40:10 +0000 2008","False","False"
"davidcfrancis","36544739","Francis, Jr., David","Foreign Policy","Senior Writer, Global Finance","M","2280","1067","1253","Thu Apr 30 01:03:11 +0000 2009","True","False"
"eliasgroll","22077599","Groll, Elias","Foreign Policy","Staff Writer, Cyberspace","M","2861","2430","4596","Thu Feb 26 23:15:18 +0000 2009","True","False"
"john_hudson","26668729","Hudson, John","Foreign Policy","Senior Reporter, Diplomacy & National Security","M","15433","2389","13600","Thu Mar 26 02:39:24 +0000 2009","True","False"
"paulmcleary","15972530","McLeary, Paul Joseph","Foreign Policy","National Security & Pentagon Reporter","M","12588","1359","14017","Sun Aug 24 20:46:13 +0000 2008","True","False"
"giovannagray","363936759","Lockhart, Giovanna Gray","Glamour Magazine","Washington Editor","F","350","149","103","Sun Aug 28 23:13:25 +0000 2011","False","False"
"stmuchmore","20726699","Muchmore, Shannon T.","Industry Dive","Editor, Healthcare Dive","F","1299","650","873","Thu Feb 12 22:29:12 +0000 2009","True","False"
"aaronwiener","16099612","Wiener, Aaron M.","Mother Jones","Senior Editor","M","6314","155","11391","Tue Sep 02 17:11:57 +0000 2008","True","False"
"bradwolverton","39470718","Wolverton, Bradley","NerdWallet","Investigative Reporter","M","6243","824","5856","Tue May 12 10:07:47 +0000 2009","True","False"
"pauldemko","16067683","Demko, Paul Jeffrey","Politico","Healthcare Reporter","M","7276","1063","10796","Sun Aug 31 15:59:52 +0000 2008","True","False"
"c_cauterucci","105290832","Cauterucci, Christina","Slate","Staff Writer","F","4330","1132","6875","Fri Jan 15 23:16:54 +0000 2010","True","False"
"yappelbaum","269911034","Appelbaum, Yonatan A.","The Atlantic","Senior Editor","M","20669","499","14871","Mon Mar 21 17:35:37 +0000 2011","True","False"
"mollyesque","130945778","Ball, Molly","The Atlantic","Staff Writer","F","111051","2888","35274","Thu Apr 08 20:30:19 +0000 2010","True","False"
"russellberman","106135104","Berman, Russell","The Atlantic","Senior Assocate Editor","M","7212","1317","5389","Mon Jan 18 16:18:32 +0000 2010","True","False"
"scclemons","16172991","Clemons, Steven","The Atlantic","Washington Editor at Large","M","36785","2471","16184","Sun Sep 07 19:56:17 +0000 2008","True","False"
"fordm","26559241","Ford, Matt S.","The Atlantic","Associate Editor","M","26805","3779","91581","Wed Mar 25 18:39:00 +0000 2009","True","False"
"grahamdavida","46955476","Graham, David A.","The Atlantic","Staff Writer","M","21237","2033","91990","Sat Jun 13 20:18:33 +0000 2009","True","False"
"gcaw","14848157","Wood, Graeme C.A.","The Atlantic","National Correspondent","M","23558","2663","9924","Tue May 20 18:18:11 +0000 2008","True","False"
"willsommer","274294204","Sommer, William F.V.","The Hill","Campaign Editor","M","11842","1882","3316","Wed Mar 30 02:47:48 +0000 2011","True","False"
"eqhazzard","17177287","Hazzard, Emily Q","ThinkProgress","Senior Editor","F","1203","463","3470","Wed Nov 05 02:17:04 +0000 2008","True","False"
"lukersmom","113745340","Orth, Maureen","Vanity Fair","Special Correspondent","F","5806","62","744","Fri Feb 12 22:15:35 +0000 2010","False","False"
"sarahkliff","19734832","Kliff, Sarah L.","Vox Media","Senior Policy Correspondent","F","88194","1154","17621","Thu Jan 29 21:14:18 +0000 2009","True","False"
"chrisjohnson82","118228048","Johnson, Chris C.","Washington Blade","Chief Political & White House Reporter","M","6821","752","19078","Sun Feb 28 00:44:18 +0000 2010","True","False"
"mklavers81","16545084","Lavers, Michael K.","Washington Blade","International News Editor","M","4518","2342","21506","Wed Oct 01 15:21:33 +0000 2008","True","False"
"smallbizonhill","249798987","Hoover, Kent","Washington Business Journal","Congress Reporter","M","2031","997","10058","Wed Feb 09 20:15:51 +0000 2011","False","False"
"caroline_jones_","62525647","Jones, Caroline E.","Washington City Paper","City Lights Editor","F","725","1079","2446","Mon Aug 03 14:23:51 +0000 2009","False","False"
"mikemadden","12134692","Madden, Mike R.","Washington Post","Editor, Post Outlook & Post Everything","M","18118","2441","81486","Fri Jan 11 22:43:03 +0000 2008","True","False"
"caraleeadams","117222301","Adams, Caralee Johnson","","Freelance Education Writer","F","1108","208","1262","Wed Feb 24 23:02:59 +0000 2010","False","False"
"suzykhimm","18174520","Khimm, Suzy","Freelance ","Journalist","F","17709","998","20065","Tue Dec 16 22:17:48 +0000 2008","True","False"
"patriciakime","37526845","Kime, Patricia N.","","Freelance Reporter","F","3064","774","3822","Sun May 03 23:04:02 +0000 2009","True","False"
"danielmleone","314549077","Leone, Daniel M.","","Freelance Reporter","M","2301","99","3475","Fri Jun 10 12:49:57 +0000 2011","False","False"
"tomrisen","25465131","Risen, Thomas J.","","Freelance Reporter","M","2984","1349","10914","Fri Mar 20 05:14:38 +0000 2009","True","False"
"dmitriyshapiro","16799343","Shapiro, Dmitriy","","Freelance Political Reporter","M","531","1199","10292","Thu Oct 16 01:39:23 +0000 2008","False","False"
"websterjc","409474366","Webster, James C.","","Freelance Reporter","M","146","87","4802","Thu Nov 10 19:52:26 +0000 2011","False","False"
"jamesdcwrighter","2677799858","Wright, Jr., James Louis","Afro American Newspapers","Political Reporter","M","189","202","596","Thu Jul 24 18:58:49 +0000 2014","False","False"
"philipbrasher","116877154","Brasher, Philip D.","Agri-Pulse","Senior Editor","M","6058","1751","4698","Tue Feb 23 21:22:07 +0000 2010","False","False"
"spencer_chase","307706217","Chase, Spencer","Agri-Pulse","Associate Editor","M","610","583","4147","Mon May 30 04:22:56 +0000 2011","False","False"
"billtomson4","1676010254","Tomson, Bill","Agri-Pulse","Reporter","M","466","368","102","Fri Aug 16 15:32:32 +0000 2013","False","False"
"beverstine","15510768","Everstine, Brian W","Air Force Magazine","Pentagon Correspondent","M","1376","992","5027","Mon Jul 21 05:07:45 +0000 2008","True","False"
"ericamartinson","179546580","Martinson, Erica L.","Alaska Dispatch News","Washington Correspondent","F","6728","1053","8222","Tue Aug 17 15:20:03 +0000 2010","True","False"
"seandnaylor","190510601","Naylor, Sean D.","Army Times","Senior Writer, Global Finance","M","2753","1664","2958","Tue Sep 14 03:31:24 +0000 2010","True","False"
"ben_geman","109257354","Geman, Ben","Axios","Energy Reporter","M","11066","2083","15125","Thu Jan 28 13:18:57 +0000 2010","True","False"
"dmccabe","11125672","McCabe, David C.","Axios","Tech Reporter","M","2233","2417","8301","Thu Dec 13 13:00:03 +0000 2007","True","False"
"caitlinnowens","381664207","Owens, Caitlin N.","Axios","Healthcare Reporter","F","3677","898","3850","Wed Sep 28 18:30:25 +0000 2011","True","False"
"jonathanvswan","327862439","Swan, Jonathan","Axios","National Political Reporter","M","44942","4218","21725","Sat Jul 02 08:39:41 +0000 2011","True","False"
"palbergo","117467779","Albergo, Paul F.","Bloomberg BNA","Bureau Chief","M","1154","496","17189","Thu Feb 25 17:14:47 +0000 2010","True","False"
"pat_ambrosio","2497185313","Ambrosio, Patrick","Bloomberg BNA","Air Pollution Reporter","M","922","568","2317","Thu May 15 21:17:46 +0000 2014","True","False"
"privateaplin","245905047","Aplin, Donald G.","Bloomberg BNA","Managing Editor, Privacy & Data","M","609","706","2240","Tue Feb 01 18:26:47 +0000 2011","False","False"
"jaquino63742206","4511285295","Aquino, John T.","Bloomberg BNA","Senior Legal Editor","M","64","76","49","Thu Dec 17 07:10:59 +0000 2015","False","False"
"pegcoversthelaw","706660160844886016","Aulino, Margaret","Bloomberg BNA","Managing Editor","F","112","51","83","Mon Mar 07 01:58:06 +0000 2016","False","False"
"medresjourno","277959406","Baumann, Jeannie","Bloomberg BNA","Reporter, Medical Research Law Report","F","787","676","2558","Wed Apr 06 09:47:01 +0000 2011","True","False"
"beddingfieldmj","836643030161625089","Beddingfield, Matthew","Bloomberg BNA","Legal Editor, Federal Tax","M","37","129","16","Tue Feb 28 18:23:37 +0000 2017","False","False"
"ellebeyoud","351893585","Beyoud, Lydia","Bloomberg BNA","Senior Tech & Telecom Reporter","F","2111","4792","5609","Tue Aug 09 21:36:45 +0000 2011","True","False"
"cherylbolen","135991437","Bolen, Cheryl","Bloomberg BNA","White House Reporter","F","1836","573","6262","Thu Apr 22 18:54:01 +0000 2010","True","False"
"rosbrevbrevetto","2248986656","Brevetti, Rossella E.","Bloomberg BNA","Trade Reporter","F","50","238","60","Mon Dec 16 16:29:33 +0000 2013","False","False"
"lcbridgeford","87961779","Bridgeford, Lydell C.","Bloomberg BNA","Equal Opportunity Employment Reporter & Editor","M","789","1168","1755","Fri Nov 06 15:22:14 +0000 2009","True","False"
"tera_brostoff","4004220976","Brostoff, Tera","Bloomberg BNA","Senior Editor","F","148","114","388","Tue Oct 20 19:19:30 +0000 2015","False","False"
"bruninga","107170206","Bruninga, Susan E.","Bloomberg BNA","Water Team Leader","F","242","369","362","Thu Jan 21 19:04:23 +0000 2010","False","False"
"jbcasuga","3246905603","Casuga, Jay-Anne B.","Bloomberg BNA","Senior Legal Editor","F","238","173","628","Mon May 11 22:31:30 +0000 2015","False","False"
"a_childers_","1638925448","Childers, Andrew J.","Bloomberg BNA","EPA Reporter","M","1111","828","6327","Thu Aug 01 21:44:28 +0000 2013","False","False"
"gaylecinquegran","63218473","Cinquegrani, Gayle C.","Bloomberg BNA","Employment Law Reporter","F","139","110","311","Wed Aug 05 18:48:55 +0000 2009","False","False"
"andclev","946349748","Clevenger, Andrew","Bloomberg BNA","Defense Procurement Policy Reporter","M","738","1410","1153","Tue Nov 13 19:19:00 +0000 2012","True","False"
"paulconndc","64502388","Connolly, Paul C.","Bloomberg BNA","Deputy Bureau Chief","M","875","670","6793","Mon Aug 10 20:17:30 +0000 2009","True","False"
"jessicacoomes","176609040","Coomes, Jessica","Bloomberg BNA","Deputy News Director, Environmental News","F","2375","729","2179","Tue Aug 10 00:08:20 +0000 2010","True","False"
"perryecooper","1009749229","Cooper, Perry Elizabeth","Bloomberg BNA","Senior Editor, Class Action Litigation Reporter","F","1084","480","6481","Thu Dec 13 21:19:38 +0000 2012","True","False"
"datlowen","513664497","Datlowe, Nicholas A.","Bloomberg BNA","Supreme Court Reporter","M","78","156","79","Sat Mar 03 22:17:28 +0000 2012","False","False"
"laurapdavison","17417739","Davison, Laura P.","Bloomberg BNA","Congress & Tax Reporter","F","1354","1836","2208","Sun Nov 16 03:51:33 +0000 2008","True","False"
"genna_douglas","2177577711","Douglas, Genevieve Rose","Bloomberg BNA","Employment Law & Policy Reporter","F","197","28","118","Tue Nov 12 01:33:32 +0000 2013","False","False"
"kendoyle16","1965515724","Doyle, Kenneth P.","Bloomberg BNA","Senior Editor, Money & Politics Report","M","482","405","349","Wed Oct 16 21:26:54 +0000 2013","False","False"
"suedoyle001","2811114114","Doyle, Susan","Bloomberg BNA","Copy Editor, Environmental News","F","172","206","1019","Mon Sep 15 11:28:21 +0000 2014","False","False"
"dana_a_elfin","3917285862","Elfin, Dana A.","Bloomberg BNA","Senior Legal Editor","F","93","265","192","Fri Oct 16 20:21:57 +0000 2015","False","False"
"karenertel","18960222","Ertel, Karen","Bloomberg BNA","News Director, Labor, Employment, Benefits & HR","F","223","192","1943","Wed Jan 14 00:26:59 +0000 2009","False","False"
"siforbes67","4895359072","Forbes, Sean I.","Bloomberg BNA","Retirement & Benefits Reporter","M","295","525","740","Wed Feb 10 16:06:48 +0000 2016","False","False"
"lauradfrancis","705183137136058369","Francis, Laura D.","Bloomberg BNA","Senior Legal Editor, Employment-Based Immigration","F","234","261","711","Thu Mar 03 00:08:56 +0000 2016","False","False"
"patrickgregry","3308294199","Gregory, Patrick L.","Bloomberg BNA","Legal Editor, Courts","M","643","463","5106","Thu Jun 04 16:05:43 +0000 2015","False","False"
"magmanley","703948542038175745","Grena Manley, Mary Ann","Bloomberg BNA","Deputy Editorial Director, EHS Division","F","589","1147","4374","Sun Feb 28 14:23:05 +0000 2016","False","False"
"sehansard","298637806","Hansard, Sara E.","Bloomberg BNA","Federal Health Insurance Regulation Reporter","F","100","29","204","Sat May 14 17:26:13 +0000 2011","False","False"
"phendrie","49699576","Hendrie, Paul J.","Bloomberg BNA","Managing Editor, Daily Report for Executives","M","113","126","250","Mon Jun 22 17:34:40 +0000 2009","False","False"
"rebeccaehoffman","842787331224584192","Hoffman, Rebecca E.","Bloomberg BNA","Assistant Managing Editor","F","6","12","27","Fri Mar 17 17:18:52 +0000 2017","False","False"
"jay_horowitz","33139474","Horowitz, Jay","Bloomberg BNA","Managing Editor, Bankruptcy News ","M","136","205","175","Sun Apr 19 05:25:13 +0000 2009","False","False"
"kristynhyland","2841927731","Hyland, Kristyn","Bloomberg BNA","Deputy Editorial Director","F","1861","3149","14802","Thu Oct 23 14:06:34 +0000 2014","True","False"
"terencehyland","2385474493","Hyland, Terence M.","Bloomberg BNA","Managing Editor, Employment Law News ","M","633","1224","2008","Wed Mar 12 16:02:49 +0000 2014","True","False"
"jessiekamens","2493482264","Kamens, Jessie K.","Bloomberg BNA","Managing Editor, U.S. Law Week","F","488","366","2544","Tue May 13 20:25:22 +0000 2014","True","False"
"rebeccamkern","15582894","Kern, Rebecca M.","Bloomberg BNA","Energy Policy Reporter","F","2024","2575","1768","Thu Jul 24 14:58:04 +0000 2008","True","False"
"jimmyhkoo","937099921","Koo, Jimmy H.","Bloomberg BNA","Senior Legal Editor","M","826","1240","2937","Fri Nov 09 15:00:59 +0000 2012","False","False"
"perpleckst","1364920530","Kovski, Alan D.","Bloomberg BNA","Environment, Energy, & Water Reporter","M","262","127","1009","Fri Apr 19 17:16:15 +0000 2013","False","False"
"alexis_s_kramer","2999641283","Kramer, Alexis S.","Bloomberg BNA","Legal Editor, Electronic Commerce & Law Report","F","234","473","256","Mon Jan 26 13:40:34 +0000 2015","False","False"
"kubetinr","2174211367","Kubetin, W. Randy","Bloomberg BNA","Managing Editor, Life Sciences","M","5","9","6","Mon Nov 04 15:12:40 +0000 2013","False","False"
"llabrecqueindc","708377337449029632","LaBrecque, Louis C.","Bloomberg BNA","Senior Reporter","M","209","239","835","Fri Mar 11 19:41:33 +0000 2016","False","False"
"rachelpleven","104938186","Leven, Rachel P.","Bloomberg BNA","Environmental Reporter","F","1596","783","3577","Thu Jan 14 21:27:47 +0000 2010","True","False"
"mkloughran","161286041","Loughran, Matthew","Bloomberg BNA","Senior Health Law Editor","M","493","1314","718","Wed Jun 30 13:15:47 +0000 2010","False","False"
"amazumdar_ip","609216909","Mazumdar, Anandashankar","Bloomberg BNA","Legal Editor, IP Law","M","146","80","494","Fri Jun 15 14:14:24 +0000 2012","False","False"
"erinmcmanus15","831972200014045191","McManus, Erin","Bloomberg BNA","Senior Legal Editor, Daily Tax Report","F","11","75","4","Wed Feb 15 21:03:24 +0000 2017","False","False"
"bronwynmixter","2194802730","Mixter, Bronwyn","Bloomberg BNA","Reporter, Pharmaceutical Law & Industry Report","F","297","145","935","Thu Nov 14 20:15:22 +0000 2013","False","False"
"jnicholsonindc","195840597","Nicholson, Jonathan","Bloomberg BNA","House & Budget Reporter","M","1549","879","17599","Mon Sep 27 18:10:27 +0000 2010","False","False"
"chrisopfer","374042586","Opfer, Christopher R.","Bloomberg BNA","Reporter","M","1088","1118","2661","Thu Sep 15 16:17:05 +0000 2011","True","False"
"alexparkerdc","275207082","Parker, Alexander M.","Bloomberg BNA","Tax Reporter","M","3736","3301","139399","Thu Mar 31 20:53:10 +0000 2011","False","False"
"maryannepaz1","704826411719110656","Pazanowski, Mary Anne","Bloomberg BNA","Health Law Reporter","F","25","28","144","Wed Mar 02 00:31:26 +0000 2016","False","False"
"samrpearson","17791114","Pearson, Sam R.","Bloomberg BNA","Reporter","M","381","241","1545","Mon Dec 01 22:16:51 +0000 2008","False","False"
"benjaminpenn","204823934","Penn, Benjamin Surace","Bloomberg BNA","Reporter","M","1780","2056","2563","Tue Oct 19 15:03:33 +0000 2010","True","False"
"kperine","15767520","Perine, Keith","Bloomberg BNA","Deputy News Director, IP","M","236","441","507","Thu Aug 07 18:45:28 +0000 2008","False","False"
"kristenknebel","4892094045","Ricaurte Knebel, Kristen C.","Bloomberg BNA","Senior Reporter, Retirement","F","133","173","125","Tue Feb 09 15:06:20 +0000 2016","False","False"
"tyrichardsonpc","29519507","Richardson, Tyrone","Bloomberg BNA","Capitol Hill Labor Reporter","M","1877","1626","3420","Tue Apr 07 19:20:20 +0000 2009","True","False"
"patrizzuto","128944712","Rizzuto, Pat","Bloomberg BNA","Chemicals Reporter","F","326","136","362","Fri Apr 02 17:54:37 +0000 2010","True","False"
"kimberlyrobinsn","906734342","Robinson, Kimberly S.","Bloomberg BNA","Supreme Court Reporter","F","6675","282","8492","Fri Oct 26 20:32:46 +0000 2012","True","False"
"oshareporter","827605131109793792","Rolfsen, Bruce R.","Bloomberg BNA","OSHA Reporter","M","188","466","280","Fri Feb 03 19:50:14 +0000 2017","False","False"
"hmrothmandc","1002229862","Rothman, Heather M.","Bloomberg BNA","News Director","F","494","523","1988","Mon Dec 10 18:37:13 +0000 2012","True","False"
"alexruoff","107865996","Ruoff, Alex","Bloomberg BNA","Health Policy Reporter","M","1414","1118","3756","Sun Jan 24 01:19:21 +0000 2010","True","False"
"editorcheryl","525618651","Saenz, Cheryl L.","Bloomberg BNA","News Director, Tax & Accounting","F","135","144","526","Thu Mar 15 18:26:13 +0000 2012","False","False"
"amenasaiyid","240737573","Saiyid, Amena H.","Bloomberg BNA","Water Reporter","F","1374","1176","9634","Thu Jan 20 16:38:31 +0000 2011","True","False"
"davidbschultz","53739928","Schultz, David B.","Bloomberg BNA","Environmental Policy Reporter","M","1603","1659","8756","Sat Jul 04 19:20:28 +0000 2009","True","False"
"deantscott","134918286","Scott, Dean T.","Bloomberg BNA","Senior Climate Change Reporter","M","1555","583","1463","Mon Apr 19 20:52:55 +0000 2010","True","False"
"smsellers","714591936925999104","Sellers, Steven M.","Bloomberg BNA","Legal Reporter","M","265","401","1321","Mon Mar 28 23:16:09 +0000 2016","False","False"
"rhondasmith_ma","44958274","Smith, Rhonda","Bloomberg BNA","Labor Reporter","F","157","263","203","Fri Jun 05 18:26:29 +0000 2009","False","False"
"tiffanystecker","17679229","Stecker, Tiffany Anne","Bloomberg BNA","Biotech & Pesticides Reporter","F","2949","2316","7070","Thu Nov 27 14:36:56 +0000 2008","True","False"
"juliesteinberg4","69663399","Steinberg, Julie A.","Bloomberg BNA","Consumer & Product Liability Litigation Reporter","F","92","109","256","Fri Aug 28 18:50:19 +0000 2009","False","False"
"sethstern","50331969","Stern, Seth R.","Bloomberg BNA","Deputy News Director","M","568","482","163","Wed Jun 24 15:16:00 +0000 2009","False","False"
"pms_peyton","4076390957","Sturges, Peyton Mackay","Bloomberg BNA","Health Law Reporter","M","102","46","149","Fri Oct 30 16:32:17 +0000 2015","False","False"
