Attribute,Measure,Group,Min,Mean,Max,Stddev,
LOCATION,inDegreeCentrality-1,D.C. Metro Area,0,1.897e-05,3.794e-05,1.897e-05,
LOCATION,inDegreeCentrality-1,"Washington, DC via    & Miami.",2.263e-04,2.263e-04,2.263e-04,0,
LOCATION,inDegreeCentrality-1,Washington dc,4.065e-06,2.891e-05,5.555e-05,2.106e-05,
LOCATION,inDegreeCentrality-1,NV → DC,1.192e-04,1.192e-04,1.192e-04,0,
LOCATION,inDegreeCentrality-1,Washington(ish),7.452e-05,7.452e-05,7.452e-05,0,
LOCATION,inDegreeCentrality-1,Washington D.C. and Jupiter Fl,2.710e-05,2.710e-05,2.710e-05,0,
LOCATION,inDegreeCentrality-1,United States,1.355e-06,8.717e-05,3.374e-04,1.194e-04,
LOCATION,inDegreeCentrality-1,"Arlington, Virginia, USA",4.065e-06,4.065e-06,4.065e-06,0,
LOCATION,inDegreeCentrality-1,"Arlington, Virginia",1.626e-05,4.246e-05,9.349e-05,3.609e-05,
LOCATION,inDegreeCentrality-1,"Jersey City, NJ",0.001,0.001,0.001,0,
LOCATION,inDegreeCentrality-1,"Alexandria, VA",0,2.466e-05,6.368e-05,2.286e-05,
LOCATION,inDegreeCentrality-1,CLE-STL-ALX,5.772e-04,5.772e-04,5.772e-04,0,
LOCATION,inDegreeCentrality-1,"Shaker Heights, OH",5.772e-04,5.772e-04,5.772e-04,0,
LOCATION,inDegreeCentrality-1,Kristinawong@protonmail.com ,3.455e-04,3.455e-04,3.455e-04,0,
LOCATION,inDegreeCentrality-1,Email: kwong@breitbart.com ,3.455e-04,3.455e-04,3.455e-04,0,
LOCATION,inDegreeCentrality-1,"Adams Morgan, Washington",6.910e-04,6.910e-04,6.910e-04,0,
LOCATION,inDegreeCentrality-1,"Brussels, Belgium",1.355e-05,1.355e-05,1.355e-05,0,
LOCATION,inDegreeCentrality-1,Displaced New Yorker,1.531e-04,1.531e-04,1.531e-04,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C. ",0,5.275e-05,4.349e-04,1.059e-04,
LOCATION,inDegreeCentrality-1,DC via The Mitten,2.561e-04,2.561e-04,2.561e-04,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C. area",4.065e-06,6.504e-05,1.260e-04,6.097e-05,
LOCATION,inDegreeCentrality-1,Blakesobczak at protonmail com,6.097e-05,6.097e-05,6.097e-05,0,
LOCATION,inDegreeCentrality-1,Washington D.C,4.065e-06,2.507e-05,4.607e-05,2.100e-05,
LOCATION,inDegreeCentrality-1,"ÜT: 40.57206,-74.327759",1.856e-04,1.856e-04,1.856e-04,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C. / eenews.net",3.523e-05,3.523e-05,3.523e-05,0,
LOCATION,inDegreeCentrality-1,D.C. via Baton Rouge,2.263e-04,2.263e-04,2.263e-04,0,
LOCATION,inDegreeCentrality-1,The Matrix,5.826e-05,5.826e-05,5.826e-05,0,
LOCATION,inDegreeCentrality-1,Washington DC region,3.658e-05,3.658e-05,3.658e-05,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C./Denver",3.523e-05,3.523e-05,3.523e-05,0,
LOCATION,inDegreeCentrality-1,"Brooklyn, NY",0,4.792e-05,3.279e-04,9.112e-05,
LOCATION,inDegreeCentrality-1,"San Jose, CA",2.032e-05,2.032e-05,2.032e-05,0,
LOCATION,inDegreeCentrality-1,"Las Vegas, NV",5.420e-06,5.420e-06,5.420e-06,0,
LOCATION,inDegreeCentrality-1,"Baltimore, MD",1.355e-06,3.279e-05,1.043e-04,3.758e-05,
LOCATION,inDegreeCentrality-1,"Washington, DC, USA",2.981e-05,7.859e-05,2.073e-04,7.444e-05,
LOCATION,inDegreeCentrality-1,"Durham, N.C.",1.572e-04,1.572e-04,1.572e-04,0,
LOCATION,inDegreeCentrality-1,D.C.,0,1.322e-04,5.420e-04,2.147e-04,
LOCATION,inDegreeCentrality-1,DC/Scenic Silver Spring,2.574e-04,2.574e-04,2.574e-04,0,
LOCATION,inDegreeCentrality-1,Running between the wickets,1.667e-04,1.667e-04,1.667e-04,0,
LOCATION,inDegreeCentrality-1,N 51°25' 0'' / W 0°12' 0'',1.355e-06,1.355e-06,1.355e-06,0,
LOCATION,inDegreeCentrality-1,Maine/NoVa/WDW,1.287e-04,1.287e-04,1.287e-04,0,
LOCATION,inDegreeCentrality-1,Instagram,6.639e-05,6.639e-05,6.639e-05,0,
LOCATION,inDegreeCentrality-1,"Beast Belly, DC",2.845e-05,2.845e-05,2.845e-05,0,
LOCATION,inDegreeCentrality-1,"Rome, Lazio",1.897e-05,1.897e-05,1.897e-05,0,
LOCATION,inDegreeCentrality-1,District of Columbia ,2.480e-04,2.480e-04,2.480e-04,0,
LOCATION,inDegreeCentrality-1,California ✈ Washington DC ,1.179e-04,1.179e-04,1.179e-04,0,
LOCATION,inDegreeCentrality-1,DC (via the Granite State),4.065e-06,4.065e-06,4.065e-06,0,
LOCATION,inDegreeCentrality-1,1111 North Capitol NE,2.710e-06,2.710e-06,2.710e-06,0,
LOCATION,inDegreeCentrality-1,Washington.dc/clarke county.va,8.130e-06,8.130e-06,8.130e-06,0,
LOCATION,inDegreeCentrality-1,"In and around Washington, D.C.",1.490e-04,1.490e-04,1.490e-04,0,
LOCATION,inDegreeCentrality-1,"ÜT: 38.915848,-77.03604",1.219e-04,1.219e-04,1.219e-04,0,
LOCATION,inDegreeCentrality-1,The Green Mountains,2.656e-04,2.656e-04,2.656e-04,0,
LOCATION,inDegreeCentrality-1,"Bedford, NH / Washington, DC",1.761e-05,1.761e-05,1.761e-05,0,
LOCATION,inDegreeCentrality-1,Pacing in Capitol (ARK - DC),1.274e-04,1.274e-04,1.274e-04,0,
LOCATION,inDegreeCentrality-1,MSP,5.420e-06,5.420e-06,5.420e-06,0,
LOCATION,inDegreeCentrality-1,Washington d.c.,5.420e-06,5.420e-06,5.420e-06,0,
LOCATION,inDegreeCentrality-1,"Kansas City, MO",5.149e-05,6.233e-05,7.317e-05,1.084e-05,
LOCATION,inDegreeCentrality-1,DC via NJ/VA,2.439e-04,2.439e-04,2.439e-04,0,
LOCATION,inDegreeCentrality-1,"Washington, dc",1.490e-05,2.270e-05,2.981e-05,5.617e-06,
LOCATION,inDegreeCentrality-1,Harlem,6.097e-05,6.097e-05,6.097e-05,0,
LOCATION,inDegreeCentrality-1,"Washington, DC/ Marriotts",3.658e-05,3.658e-05,3.658e-05,0,
LOCATION,inDegreeCentrality-1,"Brookland, Washington DC",2.994e-04,2.994e-04,2.994e-04,0,
LOCATION,inDegreeCentrality-1,"Petworth, Washington DC",2.994e-04,2.994e-04,2.994e-04,0,
LOCATION,inDegreeCentrality-1,Your Nation's Capitol,8.265e-05,8.265e-05,8.265e-05,0,
LOCATION,inDegreeCentrality-1,"Chapel Hill, NC",2.669e-04,2.669e-04,2.669e-04,0,
LOCATION,inDegreeCentrality-1,NYC/DC/on the road,3.848e-04,3.848e-04,3.848e-04,0,
LOCATION,inDegreeCentrality-1,The trough of disillusionment.,1.680e-04,1.680e-04,1.680e-04,0,
LOCATION,inDegreeCentrality-1,"San Francisco, CA",0,1.219e-05,4.065e-05,1.564e-05,
LOCATION,inDegreeCentrality-1,"Silver Spring, Md.",1.897e-05,1.897e-05,1.897e-05,0,
LOCATION,inDegreeCentrality-1,"Boston, MA",0,0,0,0,
LOCATION,inDegreeCentrality-1,Los Angeles,1.355e-06,4.065e-05,7.994e-05,3.929e-05,
LOCATION,inDegreeCentrality-1,"Seattle, WA",0,1.490e-05,2.710e-05,1.126e-05,
LOCATION,inDegreeCentrality-1,"Washington DC, N.E.",1.667e-04,1.667e-04,1.667e-04,0,
LOCATION,inDegreeCentrality-1,Washington D.C. ,2.303e-05,4.824e-05,7.723e-05,1.805e-05,
LOCATION,inDegreeCentrality-1,"DC right now, Upstate New York forever",1.165e-04,1.165e-04,1.165e-04,0,
LOCATION,inDegreeCentrality-1,"Washington, DC/Northern VA",2.574e-05,2.574e-05,2.574e-05,0,
LOCATION,inDegreeCentrality-1,NYC / DC,1.355e-05,1.355e-05,1.355e-05,0,
LOCATION,inDegreeCentrality-1,Maryland,0,2.981e-05,9.485e-05,3.762e-05,
LOCATION,inDegreeCentrality-1,"In D.C., homesick for L.A.",3.523e-05,3.523e-05,3.523e-05,0,
LOCATION,inDegreeCentrality-1,"In D.C., native of L.A.",3.523e-05,3.523e-05,3.523e-05,0,
LOCATION,inDegreeCentrality-1,The luminiferous aether,0.001,0.001,0.001,0,
LOCATION,inDegreeCentrality-1,"Washington, DC, U.S.A. ",4.200e-05,4.200e-05,4.200e-05,0,
LOCATION,inDegreeCentrality-1,"Washington D.C., mostly",7.723e-05,7.723e-05,7.723e-05,0,
LOCATION,inDegreeCentrality-1,The Wing,1.355e-06,1.355e-06,1.355e-06,0,
LOCATION,inDegreeCentrality-1,"New York, Washington",9.485e-06,9.485e-06,9.485e-06,0,
LOCATION,inDegreeCentrality-1,"Salisbury, MD",2.574e-05,2.574e-05,2.574e-05,0,
LOCATION,inDegreeCentrality-1,"Annandale, VA; Washington, DC",2.127e-04,2.127e-04,2.127e-04,0,
LOCATION,inDegreeCentrality-1,"Arlington, Va",2.710e-06,2.710e-06,2.710e-06,0,
LOCATION,inDegreeCentrality-1,"Vienna, VA",1.490e-04,1.490e-04,1.490e-04,0,
LOCATION,inDegreeCentrality-1,NE DC,1.084e-05,1.084e-05,1.084e-05,0,
LOCATION,inDegreeCentrality-1,"Washington, DC area",8.130e-06,8.807e-06,9.485e-06,6.775e-07,
LOCATION,inDegreeCentrality-1,"District of Columbia, USA",4.065e-06,5.439e-05,1.721e-04,5.869e-05,
LOCATION,inDegreeCentrality-1,Arlington VA,4.065e-06,4.065e-06,4.065e-06,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C. metro area",0,0,0,0,
LOCATION,inDegreeCentrality-1,"Chicago, IL",0,1.789e-05,6.504e-05,2.474e-05,
LOCATION,inDegreeCentrality-1,"Alexandria, Va.",9.485e-06,9.485e-06,9.485e-06,0,
LOCATION,inDegreeCentrality-1,NW DC,9.078e-05,9.078e-05,9.078e-05,0,
LOCATION,inDegreeCentrality-1,"Washington, DC/Oakton, VA",6.097e-05,6.097e-05,6.097e-05,0,
LOCATION,inDegreeCentrality-1,Washington/Princeton,5.420e-06,5.420e-06,5.420e-06,0,
LOCATION,inDegreeCentrality-1,South Asia,7.994e-05,7.994e-05,7.994e-05,0,
LOCATION,inDegreeCentrality-1,OC—Bay—Chicago—DC,1.626e-05,1.626e-05,1.626e-05,0,
LOCATION,inDegreeCentrality-1,Baltimore,2.168e-05,2.168e-05,2.168e-05,0,
LOCATION,inDegreeCentrality-1,"Puerto Rico, USA",7.859e-05,7.859e-05,7.859e-05,0,
LOCATION,inDegreeCentrality-1,"D.C., via Karachi & New Haven.",8.807e-05,8.807e-05,8.807e-05,0,
LOCATION,inDegreeCentrality-1,"ÜT: 51.469447,-0.450387",3.794e-05,3.794e-05,3.794e-05,0,
LOCATION,inDegreeCentrality-1,Capitol Hill,0,0,0,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C.  ",2.927e-04,2.927e-04,2.927e-04,0,
LOCATION,inDegreeCentrality-1,"Washington, DC Metro",8.130e-06,8.130e-06,8.130e-06,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C",2.439e-05,2.913e-05,3.387e-05,4.742e-06,
LOCATION,inDegreeCentrality-1,"Bethesda, Maryland",0,0,0,0,
LOCATION,inDegreeCentrality-1,"Berlin, Germany",2.710e-06,6.775e-06,1.084e-05,4.065e-06,
LOCATION,inDegreeCentrality-1,Topside.,9.485e-06,9.485e-06,9.485e-06,0,
LOCATION,inDegreeCentrality-1,"38.90238,-77.053065",1.043e-04,1.043e-04,1.043e-04,0,
LOCATION,inDegreeCentrality-1,"Bethesda, MD",3.116e-05,3.116e-05,3.116e-05,0,
LOCATION,inDegreeCentrality-1,USA ,6.775e-05,6.775e-05,6.775e-05,0,
LOCATION,inDegreeCentrality-1,"Your radio, every day",1.084e-05,1.084e-05,1.084e-05,0,
LOCATION,inDegreeCentrality-1,Dc ,6.368e-05,6.368e-05,6.368e-05,0,
LOCATION,inDegreeCentrality-1,Depends on the Day,1.490e-05,1.490e-05,1.490e-05,0,
LOCATION,inDegreeCentrality-1,"505, 202",5.962e-05,5.962e-05,5.962e-05,0,
LOCATION,inDegreeCentrality-1,Northern Virginia,5.420e-06,1.039e-05,1.626e-05,4.471e-06,
LOCATION,inDegreeCentrality-1,NYC,6.775e-05,7.520e-05,8.265e-05,7.452e-06,
LOCATION,inDegreeCentrality-1,Washington | New York,8.130e-05,8.130e-05,8.130e-05,0,
LOCATION,inDegreeCentrality-1,Silver Spring MD,4.065e-06,4.065e-06,4.065e-06,0,
LOCATION,inDegreeCentrality-1,"ÜT: 38.900076,-77.008962",9.891e-05,9.891e-05,9.891e-05,0,
LOCATION,inDegreeCentrality-1,"San Francisco, Calif. --",1.761e-05,1.761e-05,1.761e-05,0,
LOCATION,inDegreeCentrality-1,Laurenmorello@protonmail.com,0,0,0,0,
LOCATION,inDegreeCentrality-1,"Dublin City, Ireland",2.574e-05,2.574e-05,2.574e-05,0,
LOCATION,inDegreeCentrality-1,ABC News Pentagon,8.130e-06,8.130e-06,8.130e-06,0,
LOCATION,inDegreeCentrality-1,"Washington via Tennessee, UNC, and Boston",9.214e-05,9.214e-05,9.214e-05,0,
LOCATION,inDegreeCentrality-1,"#Washington, #DC",2.154e-04,2.154e-04,2.154e-04,0,
LOCATION,inDegreeCentrality-1,New York,6.775e-06,2.385e-05,6.233e-05,2.145e-05,
LOCATION,inDegreeCentrality-1,Dherszenhorn@politico.eu,8.130e-06,8.130e-06,8.130e-06,0,
LOCATION,inDegreeCentrality-1,"New York, New York",0,4.517e-06,1.084e-05,4.606e-06,
LOCATION,inDegreeCentrality-1,Based in Annapolis & Covers DC,0,0,0,0,
LOCATION,inDegreeCentrality-1,"Washington, DC / nomad",3.523e-05,3.523e-05,3.523e-05,0,
LOCATION,inDegreeCentrality-1,"Savannah, GA",1.829e-04,1.829e-04,1.829e-04,0,
LOCATION,inDegreeCentrality-1,"Bengaluru, India",0,0,0,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C. via Drogheda",7.507e-04,7.507e-04,7.507e-04,0,
LOCATION,inDegreeCentrality-1,The Island of Manhattan,1.084e-05,1.084e-05,1.084e-05,0,
LOCATION,inDegreeCentrality-1,UK,1.070e-04,1.070e-04,1.070e-04,0,
LOCATION,inDegreeCentrality-1,D.C. or ✈️,1.450e-04,1.450e-04,1.450e-04,0,
LOCATION,inDegreeCentrality-1,Breanna.edwards@theroot.com,0,0,0,0,
LOCATION,inDegreeCentrality-1,Washington ,1.490e-05,3.049e-05,4.607e-05,1.558e-05,
LOCATION,inDegreeCentrality-1,"Washington, DC via PA & OH",3.658e-05,3.658e-05,3.658e-05,0,
LOCATION,inDegreeCentrality-1,Chicago West,6.775e-06,6.775e-06,6.775e-06,0,
LOCATION,inDegreeCentrality-1,"Washington, DC, & Atlanta, GA",1.761e-05,1.761e-05,1.761e-05,0,
LOCATION,inDegreeCentrality-1,"ÜT: 38.892696,-77.044914",3.929e-05,3.929e-05,3.929e-05,0,
LOCATION,inDegreeCentrality-1,Ny/la/rva,7.181e-05,7.181e-05,7.181e-05,0,
LOCATION,inDegreeCentrality-1,"Washington DC, Pale Blue Dot",4.742e-05,4.742e-05,4.742e-05,0,
LOCATION,inDegreeCentrality-1,US,3.929e-05,3.929e-05,3.929e-05,0,
LOCATION,inDegreeCentrality-1,"USA TODAY, McLean, VA",6.775e-06,6.775e-06,6.775e-06,0,
LOCATION,inDegreeCentrality-1,"Annapolis, MD",0,1.782e-04,3.564e-04,1.782e-04,
LOCATION,inDegreeCentrality-1,NPR News,0,0,0,0,
LOCATION,inDegreeCentrality-1,"Brookland, Washington, DC",1.355e-04,1.355e-04,1.355e-04,0,
LOCATION,inDegreeCentrality-1,"Washington,D.C.",2.751e-04,2.751e-04,2.751e-04,0,
LOCATION,inDegreeCentrality-1,Voice of America,4.065e-06,1.558e-05,2.710e-05,1.152e-05,
LOCATION,inDegreeCentrality-1,"ÜT: 38.879163,-77.015666",7.452e-05,7.452e-05,7.452e-05,0,
LOCATION,inDegreeCentrality-1,"ÜT: 38.900063,-77.008976",3.658e-05,3.658e-05,3.658e-05,0,
LOCATION,inDegreeCentrality-1,"DuPont Circle, Washington, DC",4.878e-05,4.878e-05,4.878e-05,0,
LOCATION,inDegreeCentrality-1,Washington DC or thereabouts,2.710e-06,2.710e-06,2.710e-06,0,
LOCATION,inDegreeCentrality-1,"Atlanta, GA",1.355e-06,4.065e-06,6.775e-06,2.142e-06,
LOCATION,inDegreeCentrality-1,"Washington, DC, and on your radio",7.859e-05,7.859e-05,7.859e-05,0,
LOCATION,inDegreeCentrality-1,#RiseUp,4.065e-05,4.065e-05,4.065e-05,0,
LOCATION,inDegreeCentrality-1,The nation's capital,3.929e-05,3.929e-05,3.929e-05,0,
LOCATION,inDegreeCentrality-1,"D.C., No.Va.",0,0,0,0,
LOCATION,inDegreeCentrality-1,"Annandale, VA",2.439e-05,2.439e-05,2.439e-05,0,
LOCATION,inDegreeCentrality-1,Rhode Island,2.710e-06,2.710e-06,2.710e-06,0,
LOCATION,inDegreeCentrality-1,"Takoma Park, MD",5.826e-05,5.826e-05,5.826e-05,0,
LOCATION,inDegreeCentrality-1,"Washington, D.C., and around.",3.794e-05,3.794e-05,3.794e-05,0,
LOCATION,inDegreeCentrality-1,Washington D.C. USA,1.355e-06,1.355e-06,1.355e-06,0,
LOCATION,inDegreeCentrality-1,"Washington, DC / Indianapolis",5.420e-06,5.420e-06,5.420e-06,0,
LOCATION,inDegreeCentrality-1,Kstewart@wtop.com,6.639e-05,6.639e-05,6.639e-05,0,
LOCATION,inDegreeCentrality-1,D.C./Northern VA/Maryland,2.032e-05,2.032e-05,2.032e-05,0,
LOCATION,inDegreeCentrality-1,"Maryland, USA",0,8.581e-06,2.574e-05,1.214e-05,
LOCATION,inDegreeCentrality-1,DC/Chapel Hill/Berlin,0,0,0,0,
LOCATION,inDegreeCentrality-1,Virginia,2.710e-06,3.320e-05,6.368e-05,3.049e-05,
LOCATION,inDegreeCentrality-1,"Charlotte, NC",1.897e-05,1.897e-05,1.897e-05,0,
LOCATION,inDegreeCentrality-1,"London, England",0,4.065e-06,1.084e-05,4.494e-06,
LOCATION,inDegreeCentrality-1,Your basement,6.233e-05,6.233e-05,6.233e-05,0,
LOCATION,inDegreeCentrality-1,"Potomac, MD",2.303e-05,2.303e-05,2.303e-05,0,
LOCATION,inDegreeCentrality-1,"DC, MD, VA",6.775e-06,6.775e-06,6.775e-06,0,
LOCATION,inDegreeCentrality-1,"West Hartford, CT",5.420e-06,5.420e-06,5.420e-06,0,
LOCATION,inDegreeCentrality-1,"Fort Myers, FL",1.897e-05,1.897e-05,1.897e-05,0,
LOCATION,inDegreeCentrality-1,"Fairfax County, Virginia",3.929e-05,3.929e-05,3.929e-05,0,
LOCATION,inDegreeCentrality-1,"Fredericksburg, VA",4.200e-05,4.200e-05,4.200e-05,0,
LOCATION,inDegreeCentrality-1,"Philadelphia, PA",1.355e-06,4.336e-05,1.003e-04,4.331e-05,
LOCATION,inDegreeCentrality-1,"Rockville, Maryland USA",0,0,0,0,
LOCATION,inDegreeCentrality-1,Fox News Radio,5.555e-05,5.555e-05,5.555e-05,0,
LOCATION,inDegreeCentrality-1,"United Nations, NYC",8.130e-06,8.130e-06,8.130e-06,0,
LOCATION,inDegreeCentrality-1,"Wimberley, Texas",5.149e-05,5.149e-05,5.149e-05,0,
LOCATION,inDegreeCentrality-1,"Virginia, USA",1.897e-05,1.897e-05,1.897e-05,0,
LOCATION,inDegreeCentrality-1,On the leading edge of life,5.420e-06,5.420e-06,5.420e-06,0,
