"sam1fleming","125943165","Fleming, Sam","Financial Times","US Economics Editor","M","White","6674","397","3813","Wed Mar 24 10:27:00 +0000 2010","False","False"
"barneyjopson","369746299","Jopson, Barney","Financial Times","Politics & Policy Reporter","M","White","2677","1144","944","Wed Sep 07 21:42:42 +0000 2011","True","False"
"davidjlynch","24730470","Lynch, David","Financial Times","Washington Correspondent","M","White","2742","1429","10874","Mon Mar 16 17:29:19 +0000 2009","False","False"
"dimi","59936143","Sevastopulo, Demetri","Financial Times","Washington Bureau Chief","M","White","41024","8440","14646","Sat Jul 25 00:53:24 +0000 2009","True","False"
"ericpianin","147970244","Pianin, Eric","Fiscal Times","Washington Editor","M","White","446","53","494","Tue May 25 14:15:03 +0000 2010","False","False"
"dberrygannett","239974061","Berry, Deborah","Gannett Washington Bureau","Washington Correspondent (Louis., Miss.)","F","White","2283","361","5271","Tue Jan 18 21:38:55 +0000 2011","True","False"
"ngaudiano","217550103","Gaudiano Albright, Nicole","Gannett Washington Bureau","Washington Correspondent (NY, VT, DE, MD.)","F","White","2070","911","1918","Fri Nov 19 20:58:54 +0000 2010","True","False"
"mgroppe","16635505","Groppe, Maureen","Gannett Washington Bureau","Washington Correspondent, USA Today & Indy Star","F","White","3129","1253","7365","Tue Oct 07 19:44:39 +0000 2008","True","False"
"dshesgreen","316645569","Shesgreen, Deirdre","Gannett Washington Bureau","Washington Correspondent (OH, MO)","F","White","1530","687","5347","Mon Jun 13 19:14:06 +0000 2011","False","False"
"orndorfftroyan","22830824","Troyan, Mary","Gannett Washington Bureau","","F","White","2037","1618","5866","Wed Mar 04 20:43:31 +0000 2009","False","False"
"cdoering","241165319","Doering, Christopher","Gannett Washington Bureau","Agricultural Reporter","M","White","1123","328","747","Fri Jan 21 16:28:45 +0000 2011","True","False"
"cschwed","108362947","Schwed, Craig","Gannett Washington Bureau","Reporter","M","White","319","251","205","Mon Jan 25 18:16:08 +0000 2010","False","False"
"bsullivannewsdc","386023382","Sullivan, Bartholomew","Gannett Washington Bureau","Washington Correspondent","M","White","909","430","995","Thu Oct 06 14:58:07 +0000 2011","False","False"
"billtheobald","14590775","Theobald, William","Gannett Washington Bureau","Western Correspondent (NV, CO, AZ, OR & CA)","M","White","653","351","209","Tue Apr 29 20:57:03 +0000 2008","False","False"
"nyindc","57740527","Tumulty, Brian","Gannett Washington Bureau","Former Washington Reporter","M","White","1274","1041","4743","Fri Jul 17 19:59:58 +0000 2009","False","False"
"paulkoring","263806233","Koring, Paul","Globe and Mail","Foreign Correspondent, Washington","M","White","532","7","278","Thu Mar 10 19:40:01 +0000 2011","False","False"
"sabrinasiddiqui","27055034","Siddiqui, Sabrina","Guardian US","Political Reporter","F","Asian","50875","1109","52598","Fri Mar 27 17:45:08 +0000 2009","True","False"
"paullewis","27676108","Lewis, Paul","Guardian US","US West Coast Bureau Chief","M","White","66465","1304","14421","Mon Mar 30 16:39:17 +0000 2009","True","False"
"robertsdan","25491788","Roberts, Daniel","Guardian US","Brexit Reporter","M","White","16617","1240","10234","Fri Mar 20 11:49:24 +0000 2009","True","False"
"geordiedav","140716132","Taylor, David","Guardian US","Deputy Editor, News ","M","White","4356","1596","3096","Thu May 06 06:31:40 +0000 2010","False","False"
"jendlouhyhc","142896252","Dlouhy, Jennifer","Hearst Newspapers","Energy & Environment Reporter","F","White","16757","2900","9494","Wed May 12 01:33:15 +0000 2010","True","False"
"danfreedma","217242074","Freedman, Dan","Hearst Newspapers","Regional Correspondent (NY & CT)","M","White","554","516","830","Thu Nov 18 23:50:07 +0000 2010","False","False"
"blambrecht","15938122","Lambrecht, William","Hearst Newspapers","Washington Correspondent, San Antonio Express-News","M","White","3348","1872","4222","Thu Aug 21 22:56:10 +0000 2008","True","False"
"diazchron","80890381","Diaz, Kevin","Houston Chronicle","Washington Correspondent","M","Hispanic","2259","305","3095","Thu Oct 08 16:53:51 +0000 2009","True","False"
"lbarronlopez","55896443","Barron-Lopez, Laura","Huffington Post","Congress Reporter","F","Hispanic","6133","2252","12284","Sat Jul 11 18:40:26 +0000 2009","True","False"
"lebassett","77852581","Bassett, Laura","Huffington Post","Women & Politics Reporter","F","White","13119","1448","7593","Sun Sep 27 22:35:52 +0000 2009","True","False"
"sbondioli","16140124","Bondioli, Sara","Huffington Post","Deputy Politics Editor","F","White","1989","1210","8473","Fri Sep 05 03:59:29 +0000 2008","True","False"
"dliebelson","217083195","Liebelson, Dana","Huffington Post","Reporter","F","White","15187","995","12974","Thu Nov 18 14:54:42 +0000 2010","True","False"
"jessicaschulb","437625094","Schulberg, Jessica","Huffington Post","Foreign Affairs Reporter","F","White","8804","2218","8432","Thu Dec 15 16:57:02 +0000 2011","True","False"
"kate_sheppard","15458181","Sheppard, Kate","Huffington Post","Political Reporter & Editor","F","White","61336","2041","32162","Wed Jul 16 19:01:55 +0000 2008","True","False"
"aterkel","15727317","Terkel, Amanda","Huffington Post","Senior Political Reporter & Politics Managing Editor","F","Asian","76587","5994","40329","Mon Aug 04 20:24:44 +0000 2008","True","False"
"allisoncwatkins","14515725","Watkins, Allison","Huffington Post","National Security and Intelligence Reporter","F","White","980","503","5187","Thu Apr 24 18:35:18 +0000 2008","False","False"
"akbarsahmed","343954370","Ahmed, Akbar Shahid","Huffington Post","Foreign Affairs Reporter","M","Middle Eastern","4813","3257","17251","Thu Jul 28 10:03:24 +0000 2011","True","False"
"jbendery","15837659","Bendery, Jennifer","Huffington Post","Politics Reporter","M","White","38059","346","62550","Wed Aug 13 15:05:39 +0000 2008","True","False"
"igorbobic","250492272","Bobic, Igor","Huffington Post","Associate Politics Editor","M","White","20181","994","72069","Fri Feb 11 05:44:35 +0000 2011","True","False"
"arthurdelaneyhp","24196684","Delaney, Arthur","Huffington Post","Politics & Economy Reporter","M","White","9756","936","1171","Fri Mar 13 16:11:51 +0000 2009","True","False"
"ryangrim","16170253","Grim, Ryan","Huffington Post","Washington Bureau Chief","M","White","30101","3064","14533","Sun Sep 07 15:34:51 +0000 2008","True","False"
"jamieson","166219963","Jamieson, Dave","Huffington Post","Labor Reporter","M","White","7121","1003","9926","Tue Jul 13 16:45:29 +0000 2010","True","False"
"srl","764476890","Levine, Sam","Huffington Post","Associate Politics Editor","M","White","4498","708","7590","Fri Aug 17 21:28:38 +0000 2012","True","False"
"mmcauliff","76133715","McAuliff, Michael","Huffington Post","Senior Congressional Reporter","M","White","6335","989","21276","Mon Sep 21 20:29:35 +0000 2009","True","False"
"eliotnelson","129997410","Nelson, Eliot","Huffington Post","Politics Reporter & Editor","M","White","7328","1865","13619","Tue Apr 06 01:10:02 +0000 2010","True","False"
"ryanjreilly","7768402","Reilly, Ryan","Huffington Post","Senior Justice Reporter","M","White","86626","7197","40981","Fri Jul 27 19:01:55 +0000 2007","True","False"
"samsteinhp","15463671","Stein, Sam","Huffington Post","Senior Politics Editor","M","White","293605","1004","48118","Thu Jul 17 03:38:29 +0000 2008","True","False"
"jeffyoung","80111587","Young, Jeffrey","Huffington Post","Senior Reporter","M","White","24152","743","28912","Mon Oct 05 19:59:42 +0000 2009","True","False"
"georgina_gustin","43142554","Gustin, Georgina","InsideClimate News","Food Reporter","F","White","1335","1286","1180","Thu May 28 16:29:17 +0000 2009","False","False"
"ibd_grich","1544781733","Rich, Gillian","Investor’s Business Daily","Energy, Aerospace & Defense Reporter","F","White","1639","591","4022","Tue Jun 25 04:10:49 +0000 2013","False","False"
"sicarswell","150224923","Carswell, Simon","Irish Times","Washington Correspondent","M","White","19423","1815","15313","Mon May 31 11:55:52 +0000 2010","True","False"
"kampeas","19545932","Kampeas, Ron","Jewish Telegraphic Agency","Washington Bureau Chief","M","White","6873","1949","49637","Mon Jan 26 17:37:58 +0000 2009","False","False"
"mcollinsnews","214216108","Collins, Michael","Journal Media Group","Washington Correspondent (Tenn.)","M","White","1737","2050","3044","Wed Nov 10 21:27:49 +0000 2010","False","False"
"julie_appleby","183735745","Appleby, Julie","Kaiser Health News","Senior Reporter","F","White","10568","89","469","Fri Aug 27 19:28:11 +0000 2010","False","False"
"maryagnescarey","183351903","Carey, Mary Agnes","Kaiser Health News","Partnerships Editor & Senior Correspondent","F","White","8309","623","9202","Thu Aug 26 20:01:59 +0000 2010","False","False"
"shefalil","284340330","Luthra, Shefali","Kaiser Health News","Reporter","F","Asian","1687","978","1756","Tue Apr 19 03:18:42 +0000 2011","True","False"
"jrovner","16149614","Rovner, Julie","Kaiser Health News","Chief Washington Correspondent","F","White","15187","1539","12621","Fri Sep 05 21:12:34 +0000 2008","True","False"
"philgalewitz","15936246","Galewitz, Phil","Kaiser Health News","Senior Correspondent","M","White","7263","1124","5901","Thu Aug 21 20:12:37 +0000 2008","False","False"
"fredschulte","1001991865","Schulte, Fred","Kaiser Health News","Senior Correspondent","M","White","653","8","944","Mon Dec 10 16:16:10 +0000 2012","True","False"
"marisaataylor","1620806917","Taylor, Marisa","Kaiser Health News","Investigative Reporter","M","White","1958","3365","6397","Thu Jul 25 16:36:25 +0000 2013","True","False"
"melindakcmo","21443773","Henneberger, Melinda","Kansas City Star","Editorial Writer and Columnist","F","White","10720","998","11121","Fri Feb 20 22:56:59 +0000 2009","False","False"
"colleenmnelson","29244617","Nelson, Colleen","Kansas City Star","Editorial Page Editor","F","White","6097","994","2864","Mon Apr 06 17:16:52 +0000 2009","True","False"
"lindsaywise","37865281","Wise, Lindsay","Kansas City Star","Washington Correspondent","F","White","3456","5001","15521","Tue May 05 05:22:06 +0000 2009","False","False"
"scottbrodbeck","27410701","Brodbeck, Scott","LocalNews Now","Founder, Editor and Publisher","M","White","367","124","682","Sun Mar 29 11:11:24 +0000 2009","False","False"
"rafsanchez","18426419","Sanchez, Raf","London Daily Telegraph","Middle East Correspondent","M","Hispanic","12317","3674","14720","Sun Dec 28 12:40:28 +0000 2008","True","False"
"amyfiscus","14540264","Fiscus, Amy","Los Angeles Times","White House Editor","F","White","5578","469","13188","Sat Apr 26 05:37:34 +0000 2008","True","False"
"lisamascaro","114887629","Mascaro, Lisa","Los Angeles Times","Congress Reporter, LA Times & Chicago Tribune","F","White","4827","1540","12450","Tue Feb 16 23:02:43 +0000 2010","True","False"
"sarahdwire","15704971","Wire, Sarah","Los Angeles Times","Congressional Reporter","F","White","5141","1170","16838","Sat Aug 02 21:31:33 +0000 2008","True","False"
"bybrianbennett","49700792","Bennett, Brian","Los Angeles Times","White House Reporter","M","White","5793","4719","4589","Mon Jun 22 17:38:38 +0000 2009","True","False"
"noahbierman","95297779","Bierman, Noah","Los Angeles Times","White House Reporter","M","White","6247","1426","8417","Mon Dec 07 22:55:49 +0000 2009","True","False"
"bobdrogin","36388506","Drogin, Robert","Los Angeles Times","Washington Deputy Bureau Chief","M","White","612","567","252","Wed Apr 29 15:43:56 +0000 2009","False","False"
"evanhalper","41764193","Halper, Evan","Los Angeles Times","Politics & Climate Reporter","M","White","5343","1268","3384","Fri May 22 06:02:20 +0000 2009","True","False"
"davidlauter","322658287","Lauter, David","Los Angeles Times","Washington Bureau Chief, LA Times & Chicago Tribune","M","White","4717","203","12327","Thu Jun 23 14:53:29 +0000 2011","True","False"
"noamlevey","569244581","Levey, Noam","Los Angeles Times","National Healthcare Reporter","M","White","7093","897","3378","Wed May 02 16:47:19 +0000 2012","True","False"
"doylemcmanus","70442821","McManus, Doyle","Los Angeles Times","Washington Columnist","M","White","4567","720","1494","Mon Aug 31 17:06:03 +0000 2009","True","False"
"mikememoli","16072058","Memoli, Michael","Los Angeles Times","Reporter","M","White","31161","1865","45880","Sun Aug 31 22:50:48 +0000 2008","True","False"
"timphelpslat","870285050","Phelps, Timothy","Los Angeles Times","Justice Department Reporter","M","White","399","146","395","Tue Oct 09 17:28:05 +0000 2012","False","False"
"richtpau","50667179","Richter, Paul","Los Angeles Times","","M","White","2234","927","2710","Thu Jun 25 14:55:43 +0000 2009","False","False"
"edmundsanders","54606467","Sanders, Edmund","Los Angeles Times","Writer","M","White","518","274","1946","Tue Jul 07 16:59:10 +0000 2009","False","False"
"davidgsavage","108474241","Savage, David","Los Angeles Times","Supreme Court Reporter","M","White","1204","42","244","Tue Jan 26 01:59:33 +0000 2010","False","False"
"rickserranolat","1924098218","Serrano, Richard","Los Angeles Times","News Reporter","M","White","7795","4322","7100","Tue Oct 01 17:33:19 +0000 2013","True","False"
"jtanfani","325814138","Tanfani, Joseph","Los Angeles Times","D.C. Investigative Reporter","M","White","733","380","1363","Tue Jun 28 22:31:49 +0000 2011","False","False"
"delwilber","20114089","Wilber, Del Quentin","Los Angeles Times","Justice Department Reporter","M","White","6694","1986","22347","Thu Feb 05 02:03:53 +0000 2009","True","False"
"jeanne9494","126297729","Sweeney, Jeanne","LRP Publications","Title I Editor","F","White","41","106","34","Thu Mar 25 11:59:13 +0000 2010","False","False"
"karenmracek","9403832","Mracek, Karen","Market News International","Acting Global Managing Editor","F","White","1967","2360","13776","Fri Oct 12 14:40:01 +0000 2007","False","False"
"tim_weatherhead","74772998","Weatherhead, Tim","Market News International","","M","White","110","175","5574","Wed Sep 16 16:38:18 +0000 2009","False","True"
"ariquier","363048803","Riquier, Andrea","MarketWatch","Housing Reporter","F","White","1677","705","10048","Sat Aug 27 12:56:46 +0000 2011","True","False"
"jbartash","184823423","Bartash, Jeffry","MarketWatch","Economics Reporter","M","Unsure","1493","258","2357","Mon Aug 30 15:34:28 +0000 2010","False","False"
"mktwgoldstein","273540698","Goldstein, Steven","MarketWatch","Washington Bureau Chief","M","White","10079","1397","39387","Mon Mar 28 17:54:09 +0000 2011","True","False"
"rexnutting","82415390","Nutting, Rex","MarketWatch"," Money & Power Columnist","M","White","3213","209","7732","Wed Oct 14 17:50:02 +0000 2009","True","False"
"grobb2000","17092381","Robb, Gregory","MarketWatch","Federal Reserve & Treasury Reporter","M","White","2196","1281","4417","Fri Oct 31 20:45:39 +0000 2008","True","False"
"mktwrobs","246989901","Schroeder, Robert","MarketWatch","Washington Reporter & Capitol Report Curator","M","White","3119","3411","7458","Thu Feb 03 21:37:42 +0000 2011","True","False"
"beryladcock","479146840","Adcock, Beryl","McClatchy Newspapers","News Editor","F","White","601","36","5479","Tue Jan 31 02:11:07 +0000 2012","False","False"
"hannahallam","56081005","Allam, Hannah","McClatchy Newspapers","Reporter, Race, Culture & Identity","F","Middle Eastern","27813","5788","43722","Sun Jul 12 12:22:40 +0000 2009","True","False"
"bbarrettnc","132986633","Barrett, Barbara","McClatchy Newspapers","National Editor","F","White","855","687","3987","Wed Apr 14 18:19:40 +0000 2010","False","False"
"verambergen","437838346","Bergengruen, Vera","McClatchy Newspapers","National Correspondent","F","White","4684","2220","11285","Thu Dec 15 22:06:36 +0000 2011","True","False"
"lesleyclark","22077368","Clark, Lesley","McClatchy Newspapers","National Correspondent","F","White","4765","976","19256","Thu Feb 26 23:13:11 +0000 2009","True","False"
"jessicapgilbert","15219888","Gilbert, Jessica","McClatchy Newspapers","Digital Creative Director","F","White","233","196","221","Tue Jun 24 14:25:31 +0000 2008","False","False"
"anitakumar01","48581849","Kumar, Anita","McClatchy Newspapers","White House Correspondent","F","Asian","10035","1834","16681","Fri Jun 19 02:33:21 +0000 2009","True","False"
"seancockerham","469612967","Cockerham, Sean","McClatchy Newspapers","Reporter, Politics, Environment, Tech & California ","M","White","1284","715","890","Fri Jan 20 19:56:06 +0000 2012","True","False"
"williamgdouglas","231819250","Douglas, William","McClatchy Newspapers","Congress Reporter","M","Black","1138","231","966","Wed Dec 29 15:15:29 +0000 2010","True","False"
"michaeldoyle10","378752087","Doyle, Michael","McClatchy Newspapers","Reporter","M","White","2201","593","7052","Fri Sep 23 19:06:50 +0000 2011","True","False"
"goldsteindavidj","117434676","Goldstein, David","McClatchy Newspapers","National Correspondent","M","White","607","165","317","Thu Feb 25 15:13:07 +0000 2010","False","False"
"greggordon2","336172993","Gordon, Greg","McClatchy Newspapers","Investigative Reporter","M","White","856","261","152","Fri Jul 15 21:20:16 +0000 2011","False","False"
"hotakainenrob","587725632","Hotakainen, Rob","McClatchy Newspapers","Washington Correspondent","M","White","833","568","3396","Tue May 22 18:29:31 +0000 2012","False","False"
"jonathanlanday","47408060","Landay, Jonathan","McClatchy Newspapers","National Security Correspondent","M","White","10365","1071","76325","Mon Jun 15 18:42:47 +0000 2009","True","False"
"lightmandavid","388456346","Lightman, David","McClatchy Newspapers","National Political Correspondent","M","White","2260","153","8498","Mon Oct 10 19:35:24 +0000 2011","True","False"
"francoordonez","16247719","Ordonez, Francisco","McClatchy Newspapers","White House Correspondent","M","White","3430","1721","4332","Thu Sep 11 21:04:33 +0000 2008","True","False"
"tonypughdc","190405082","Pugh, Anthony","McClatchy Newspapers","Health Care Reporter","M","Black","3230","3221","2477","Mon Sep 13 21:39:47 +0000 2010","True","False"
"markseibel","20453211","Seibel, Mark","McClatchy Newspapers","Chief of Correspondents","M","White","3373","1116","16325","Mon Feb 09 18:11:12 +0000 2009","True","False"
"tatecurtis","47404357","Tate, Curtis","McClatchy Newspapers","Washington Correspondent","M","White","2517","2644","21051","Mon Jun 15 18:28:04 +0000 2009","True","False"
"shannonfirth","21249110","Firth, Shannon","MedPage Today","Washington Correspondent","F","White","741","774","1140","Wed Feb 18 22:28:13 +0000 2009","False","False"
"joycefr","20549736","Frieden, Joyce","MedPage Today","News Editor","F","White","1194","1016","2441","Tue Feb 10 21:49:42 +0000 2009","False","False"
"msusan12","36972730","Mandel, Susan","Merger Market of Financial Times","Regulatory Reporter, Debtwire ABS","F","White","73","152","1","Fri May 01 15:56:43 +0000 2009","False","False"
"dctechwire","331870521","Hatch, David","Merger Market of Financial Times","TMT Reporter, Policy and Regulatory Report","M","White","303","294","404","Fri Jul 08 21:08:51 +0000 2011","False","False"
"brendan_mcgarry","1322522821","McGarry, Brendan","Military.com","Managing Editor","M","White","1076","900","3498","Tue Apr 02 13:42:08 +0000 2013","False","False"
"spencerstrib","581103847","Spencer, Jim","Minneapolis Star Tribune","Washington Correspondent","M","White","355","149","221","Tue May 15 17:48:12 +0000 2012","False","False"
"sambrodey","505079765","Brodey, Sam","MinnPost","Washington Correspondent","M","White","1613","927","4500","Sun Feb 26 22:27:40 +0000 2012","False","False"
"nylen_mlex","1876926001","Nylen, Leah","MLEX US","Chief Global Correspondent for Antitrust","F","White","361","267","272","Tue Sep 17 20:58:36 +0000 2013","False","False"
"anjelicatan","168766258","Tan, Anjelica","MLEX US","Financial Regulation Reporter","F","Asian","395","539","2","Tue Jul 20 19:13:09 +0000 2010","False","False"
"jblissmlex","2651269543","Bliss, Jeffrey","MLEX US","Senior Reporter","M","White","85","47","17","Wed Jul 16 14:40:16 +0000 2014","False","False"
"nroland","19788677","Roland, Neil","MLEX US","Team Leader, US Financial Regulation News","M","White","45","124","211","Fri Jan 30 21:08:26 +0000 2009","False","False"
"iteinowitz","22663392","Teinowitz, Ira","MLEX US","Washington Correspondent","M","White","78","93","19","Tue Mar 03 19:24:07 +0000 2009","False","False"
"annayukha","347488958","Yukhananov, Anna","Morning Consult","Policy Reporter","F","White","1136","638","500","Tue Aug 02 21:44:11 +0000 2011","True","False"
"gaildegeorge","419043943","DeGeorge, Gail","National Catholic Reporter","Editor, Global Sisters Reporter","F","White","502","406","1668","Tue Nov 22 21:52:22 +0000 2011","True","False"
"georgecondon","14245722","Condon, Jr., George","National Journal","White House Correspondent","M","White","1190","554","107","Fri Mar 28 18:15:06 +0000 2008","False","False"
"tomdefrank","2740274906","DeFrank, Thomas","National Journal","Contributor Editor","M","White","441","107","10","Sun Aug 17 18:45:52 +0000 2014","False","False"
"dnewhauser","13067732","Newhauser, Daniel","National Journal","Staff Correspondent","M","White","6996","2346","12306","Mon Feb 04 21:54:39 +0000 2008","True","False"
"brianco05937716","1904922536","Collins, Brian","National Mortgage News","Senior Editor & Reporter","M","White","113","13","22","Wed Sep 25 17:34:57 +0000 2013","False","False"
"staceygoers","326208966","Goers, Stacey","National Public Radio","Product Manager, Podcasts and Social","F","White","1728","1567","5258","Wed Jun 29 15:15:33 +0000 2011","True","False"
"alinaselyukh","19600190","Selyukh, Alina","National Public Radio","All Tech Considered Blog Host","F","White","3239","1289","5089","Tue Jan 27 16:34:35 +0000 2009","True","False"
"olivianuzzi","21212087","Nuzzi, Olivia","New York ","Washington Correspondent","F","White","122971","989","54120","Wed Feb 18 16:33:13 +0000 2009","False","False"
"marisa_schultz","221153484","Schultz, Marisa","New York Post","Washington Reporter","F","White","1759","1500","2087","Mon Nov 29 22:00:45 +0000 2010","False","False"
"mikaylabouchard","249996517","Bouchard, Mikayla","New York Times","Staff Editor","F","White","3229","2073","3083","Thu Feb 10 05:52:13 +0000 2011","True","False"
"bumillernyt","147666113","Bumiller, Elisabeth","New York Times","Washington Bureau Chief","F","White","6701","357","231","Mon May 24 18:46:19 +0000 2010","False","False"
"helenecooper","17601988","Cooper, Helene","New York Times","Pentagon Correspondent","F","Black","8435","323","556","Mon Nov 24 21:38:36 +0000 2008","True","False"
"coralmdavenport","48075643","Davenport, Coral","New York Times","Energy & Environment Policy Reporter","F","White","34487","2754","4808","Wed Jun 17 19:10:40 +0000 2009","True","False"
"juliehdavis","237477771","Davis, Julie","New York Times","White House Reporter","F","White","37875","804","5101","Wed Jan 12 23:04:39 +0000 2011","True","False"
"jestei","16441088","Steinhauer, Jennifer","New York Times","Congress Reporter","F","White","12471","993","11548","Wed Sep 24 21:03:18 +0000 2008","False","False"
"bcappelbaum","87271106","Appelbaum, Binyamin","New York Times","Washington Correspondent","M","White","73094","809","22567","Tue Nov 03 20:10:35 +0000 2009","True","False"
"peterbakernyt","123327472","Baker, Peter","New York Times","Chief White House Correspondent","M","White","78928","1938","16877","Mon Mar 15 18:55:27 +0000 2010","True","False"
"jeremybowers","8083262","Bowers, Jeremy","New York Times","Senior Editor, News Applications ","M","White","9627","3076","56541","Thu Aug 09 16:00:54 +0000 2007","True","False"
"nytnickc","269448653","Corasaniti, Nick","New York Times","Political Reporter ","M","White","15567","1544","24610","Sun Mar 20 20:12:54 +0000 2011","True","False"
"adamgoldmannyt","21534951","Goldman, Adam","New York Times","FBI & National Security Reporter","M","White","32162","1223","20532","Sun Feb 22 01:33:40 +0000 2009","True","False"
"gordonnyt","37895887","Gordon, Michael","New York Times","National Security Reporter","M","White","7770","780","661","Tue May 05 10:14:28 +0000 2009","False","False"
"jasondhorowitz","87584353","Horowitz, Jason","New York Times","Rome Bureau Chief","M","White","14489","578","10470","Thu Nov 05 01:19:42 +0000 2009","True","False"
"marklandler","120233868","Landler, Mark","New York Times","White House Correspondent","M","White","18796","575","1930","Fri Mar 05 21:47:32 +0000 2010","True","False"
"adamliptak","29607664","Liptak, Adam","New York Times","Supreme Court Reporter","M","White","43064","359","3574","Wed Apr 08 01:47:31 +0000 2009","True","False"
"ericliptonnyt","375662595","Lipton, Eric","New York Times","Investigative Reporter","M","White","92078","775","11125","Sun Sep 18 14:38:03 +0000 2011","True","False"
"jmartnyt","18678924","Martin, Jonathan","New York Times","National Political Correspondent","M","White","185223","5579","103861","Tue Jan 06 15:20:59 +0000 2009","True","False"
"ropear","135713596","Pear, Robert","New York Times","Washington Reporter","M","White","1622","173","2","Thu Apr 22 02:27:44 +0000 2010","False","False"
"arappeport","14480378","Rappeport, Alan","New York Times","Economic Policy Reporter","M","White","8944","1607","8346","Tue Apr 22 21:00:39 +0000 2008","True","False"
"allmattnyt","47960267","Rosenberg, Matthew","New York Times","National Security & Intelligence Reporter","M","White","27341","1124","4598","Wed Jun 17 13:31:47 +0000 2009","True","False"
"sangernyt","168674628","Sanger, David","New York Times","National Security Correspondent","M","White","45065","929","2061","Tue Jul 20 14:15:12 +0000 2010","False","False"
"nytmike","17436250","Schmidt, Michael","New York Times","Reporter","M","White","57295","1414","2561","Mon Nov 17 06:25:03 +0000 2008","True","False"
"ericschmittnyt","341118458","Schmitt, Eric","New York Times","Senior Writer, Terrorism & National Security","M","White","16841","552","686","Sat Jul 23 20:53:07 +0000 2011","False","False"
"shearm","14552725","Shear, Michael","New York Times","White House Correspondent","M","White","39499","1138","3500","Sat Apr 26 23:01:43 +0000 2008","True","False"
"tackettdc","300497193","Tackett, R. Michael","New York Times","Washington Reporter","M","White","15803","1298","37432","Tue May 17 21:25:45 +0000 2011","True","False"
"jonathanweisman","21768766","Weisman, Jonathan","New York Times","Deputy Washington Editor","M","White","56078","897","16012","Tue Feb 24 16:34:48 +0000 2009","True","False"
"tombrunedc","20465881","Brune, Tom","Newsday","Washington Bureau Chief","M","White","1240","966","9578","Mon Feb 09 20:50:25 +0000 2009","True","False"
"emilycadei","18683964","Cadei, Emily Isabel","Newsweek","Political Correspondent","F","White","4636","1324","6378","Tue Jan 06 17:00:47 +0000 2009","True","False"
"jdsalant","297053549","Salant, Jonathan","NJ Advance Media","D.C. Correspondent","M","White","2281","882","10235","Wed May 11 21:10:06 +0000 2011","True","False"
"mortonowh","22492599","Morton, Joseph","Omaha World-Herald","Washington Bureau Chief","M","White","1980","1161","4686","Mon Mar 02 15:14:23 +0000 2009","False","False"
"danielpmalloy","65091778","Malloy, Daniel","Ozy","Politics & Business Reporter","M","White","1251","510","5895","Wed Aug 12 17:05:09 +0000 2009","False","False"
"jonathantamari","27347950","Tamari, Jonathan","Philadelphia Inquirer","D.C. Correspondent","M","White","9845","1011","25447","Sun Mar 29 00:57:29 +0000 2009","True","False"
"pgpolitweets","16098007","Mauriello, Tracie","Pittsburgh Post-Gazette","Washington Bureau Chief","F","White","4179","835","14108","Tue Sep 02 15:24:41 +0000 2008","True","False"
"cleabenson","9660752","Benson, Clea","Politico","Financial Services Editor","F","White","1371","741","325","Wed Oct 24 17:39:25 +0000 2007","False","False"
"abettel","23455653","Bettelheim, Adriel","Politico","Health Care Editor","F","White","2514","1050","15586","Mon Mar 09 16:32:20 +0000 2009","True","False"
"agreilingkeane","492293655","Greiling Keane, Angela","Politico","Deputy Tech Editor, Politico Pro","F","White","5592","3119","6154","Tue Feb 14 15:17:10 +0000 2012","True","False"
"ajakabcin","474223757","Jakabcin, Anastasia","Politico","Product Manager","F","White","233","570","1002","Wed Jan 25 19:40:52 +0000 2012","False","False"
"katyodonnell_","196290799","O’Donnell, Katy","Politico","Reporter","F","White","1373","1576","2286","Tue Sep 28 19:46:38 +0000 2010","False","False"
"esthernow","119515943","Whieldon, Esther","Politico","Alternative Energy Reporter ","F","White","1963","686","1627","Wed Mar 03 22:03:23 +0000 2010","False","False"
"ericgeller","3817401","Geller, Eric","Politico","Cybersecurity Reporter","M","White","47478","734","196072","Sun Apr 08 20:27:11 +0000 2007","True","False"
"shanegoldmacher","23232204","Goldmacher, Shane","Politico","Chief White House Correspondent","M","White","34260","2374","31374","Sat Mar 07 20:42:24 +0000 2009","True","False"
"herszenhorn","61879600","Herszenhorn, David","Politico","Chief Brussels Correspondent","M","White","11473","639","3186","Fri Jul 31 21:29:05 +0000 2009","True","False"
"henrycjjackson","105187267","Jackson, Henry","Politico","Reporter","M","White","4735","2063","31867","Fri Jan 15 16:31:04 +0000 2010","True","False"
"connorobriennh","190360266","O’Brien, Connor","Politico","Defense Reporter","M","White","5571","1973","15232","Mon Sep 13 19:16:14 +0000 2010","True","False"
"benweyl","58683409","Weyl, Ben","Politico","Deputy Congressional Editor","M","White","2202","1162","2926","Tue Jul 21 02:59:19 +0000 2009","True","False"
"jdowning37","2565569690","Downing, James","Power Markets Today","Editor","M","Unsure","232","410","516","Fri Jun 13 16:24:52 +0000 2014","False","False"
"derekwillis","14517538","Willis, Derek","ProPublica","News Applications Developer","M","White","17516","1138","77557","Thu Apr 24 20:48:23 +0000 2008","True","False"
"rebeccagberg","17881467","Berg, Rebecca","RealClearPolitics","National Political Reporter","F","White","45511","1478","29149","Thu Dec 04 22:21:08 +0000 2008","True","False"
