CQnow,2312829909
bpolitics,564111558
AJStream,236891946
BloombergLaw,34613951
Nextgov,17197344
WSJPolitics,16311797
CBSRadioNews,24362769
POLITICOPro,207660339
BV,227682918
PolitiFact,8953122
newsfromIN,63781564
CBSThisMorning,17134268
BBCWorld,742143
FaceTheNation,205392468
bbcnewsus,824805000085852160
cspanwj,15923226
GMA,22650211
ThisWeekABC,450941680
PressClubDC,47954642
AmericaTonight,1447394395
BusInsMagazine,130268681
CBSEveningNews,42958829
AP_Noticias,373490841
CBSNLive,2836941830
voxdotcom,2347049341
MilitaryTimes,27027979
TIMEPolitics,15723290
MailOnline,15438913
WSJecon,16334857
markets,69620713
NatureNews,15862891
PoliticsK12,16405372
ABCWorldNews,86141342
POLITICOMag,1548489476
capitalweather,15309804
TNR,3577755135
UpshotNYT,16955870
Westlaw,15307378
AJFaultLines,249951302
postlocal,14345759
technology,21272440
ThePlumLineGS,20508720
azcentral,13115682
nprnews,3386439610
thefix,846354889819279360
bbcnewsmagazine,780330724557742081
6abc,18391051
60Minutes,18812572
FiveThirtyEight,2303751216
PoliticoAgenda,3015604913
MeetThePress,11856892
WNTonight,4861868667
EdWeekTeacher,21118985
CBSPolitics,18767699
EdMarketBrief,3972990909
BloombergNow,80357931
drshow,14856348
CBSNewYork,16299627
CSMPasscode,2777123581
playbookplus,743155123258531840
cspanradio,32007346
BBNAEnvironment,41847726
kmbc,15651634
SFGate,36511031
Morning_Joe,254117355
Salon,16955991
POLITICOEurope,2969760609
700club,25545091
Reuters_Health,25562183
BBCHindi,372754427
CBS,97739866
POTUSPressPool,44660449
RollingStone,14780915
eleventhirtyate,1458707334
NatGeo,17471979
BigLawBiz,3044867175
AHCJ,248875331
BloombergRadio,57675435
BNPolitics,2822386230
TheDailyShow,158414847
abcWNN,263970953
Gawker,8936082
intelligencer,45565185
CourthouseNews,34740650
BostonDotCom,14602259
CQEnergy,3257040068
NatPress,18220630
BookTV,60628575
NiemanLab,15865878
ABCNewsLive,384438102
HuffingtonPost,854402779879804928
BBGVisualData,1433652877
BBCUrdu,132493630
modrnhealthcr,18935711
bpshow,40260612
bizjournals,14921083
Computerworld,14539324
KatyTurNBC,39000115
BloombergView,2411176891
NewDay,1375289149
OPISBiofuels,88738382
PoPville,34996738
informemphis,2865152327
TODAYshow,7744592
API_News,252230516
C4ISRNET,540951393
SNLEnergy,158802394
nytpolitics,14434063
FoxNewsSunday,18805644
CapitalBiz,12880222
hardball,205864193
ABCNewsRadio,16579249
DKElections,24619328
politicalwire,16250929
